,uid,time,tasks
9060,netmark-experiment-size-64,67.042,64
9061,netmark-experiment-size-64,77.641,64
9062,netmark-experiment-size-64,99.521,64
9063,netmark-experiment-size-64,68.883,64
9064,netmark-experiment-size-64,80.085,64
9065,netmark-experiment-size-64,78.803,64
9066,netmark-experiment-size-64,87.887,64
9067,netmark-experiment-size-64,95.106,64
9068,netmark-experiment-size-64,79.461,64
9069,netmark-experiment-size-64,69.641,64
9070,netmark-experiment-size-64,86.194,64
9071,netmark-experiment-size-64,91.986,64
9072,netmark-experiment-size-64,91.282,64
9073,netmark-experiment-size-64,95.799,64
9074,netmark-experiment-size-64,99.057,64
9075,netmark-experiment-size-64,87.923,64
9076,netmark-experiment-size-64,92.597,64
9077,netmark-experiment-size-64,80.85,64
9078,netmark-experiment-size-64,68.195,64
9079,netmark-experiment-size-64,97.631,64
9080,netmark-experiment-size-64,82.833,64
9081,netmark-experiment-size-64,82.091,64
9082,netmark-experiment-size-64,69.159,64
9083,netmark-experiment-size-64,75.098,64
9084,netmark-experiment-size-64,69.796,64
9085,netmark-experiment-size-64,87.954,64
9086,netmark-experiment-size-64,79.648,64
9087,netmark-experiment-size-64,87.974,64
9088,netmark-experiment-size-64,76.445,64
9089,netmark-experiment-size-64,85.074,64
9090,netmark-experiment-size-64,80.043,64
9091,netmark-experiment-size-64,79.702,64
9092,netmark-experiment-size-64,55.751,64
9093,netmark-experiment-size-64,85.298,64
9094,netmark-experiment-size-64,56.248,64
9095,netmark-experiment-size-64,75.602,64
9096,netmark-experiment-size-64,81.087,64
9097,netmark-experiment-size-64,78.78,64
9098,netmark-experiment-size-64,59.806,64
9099,netmark-experiment-size-64,78.004,64
9100,netmark-experiment-size-64,55.999,64
9101,netmark-experiment-size-64,79.083,64
9102,netmark-experiment-size-64,73.885,64
9103,netmark-experiment-size-64,78.402,64
9104,netmark-experiment-size-64,72.109,64
9105,netmark-experiment-size-64,73.618,64
9106,netmark-experiment-size-64,81.103,64
9107,netmark-experiment-size-64,71.72,64
9108,netmark-experiment-size-64,88.381,64
9109,netmark-experiment-size-64,84.384,64
9110,netmark-experiment-size-64,62.229,64
9111,netmark-experiment-size-64,80.21,64
9112,netmark-experiment-size-64,78.518,64
9113,netmark-experiment-size-64,70.262,64
9114,netmark-experiment-size-64,76.594,64
9115,netmark-experiment-size-64,89.826,64
9116,netmark-experiment-size-64,73.477,64
9117,netmark-experiment-size-64,72.185,64
9118,netmark-experiment-size-64,82.869,64
9119,netmark-experiment-size-64,77.253,64
9120,netmark-experiment-size-64,84.878,64
9121,netmark-experiment-size-64,69.019,64
9122,netmark-experiment-size-64,71.489,64
9123,netmark-experiment-size-64,65.312,64
9124,netmark-experiment-size-64,77.959,64
9125,netmark-experiment-size-64,88.724,64
9126,netmark-experiment-size-64,68.083,64
9127,netmark-experiment-size-64,77.19,64
9128,netmark-experiment-size-64,92.359,64
9129,netmark-experiment-size-64,67.965,64
9130,netmark-experiment-size-64,92.472,64
9131,netmark-experiment-size-64,67.349,64
9132,netmark-experiment-size-64,77.243,64
9133,netmark-experiment-size-64,76.05,64
9134,netmark-experiment-size-64,74.975,64
9135,netmark-experiment-size-64,66.85,64
9136,netmark-experiment-size-64,86.258,64
9137,netmark-experiment-size-64,92.675,64
9138,netmark-experiment-size-64,93.79,64
9139,netmark-experiment-size-64,86.884,64
9140,netmark-experiment-size-64,76.689,64
9141,netmark-experiment-size-64,69.646,64
9142,netmark-experiment-size-64,83.795,64
9143,netmark-experiment-size-64,74.242,64
9144,netmark-experiment-size-64,91.341,64
9145,netmark-experiment-size-64,77.274,64
9146,netmark-experiment-size-64,85.574,64
9147,netmark-experiment-size-64,92.336,64
9148,netmark-experiment-size-64,84.043,64
9149,netmark-experiment-size-64,82.306,64
9150,netmark-experiment-size-64,90.809,64
9151,netmark-experiment-size-64,69.102,64
9152,netmark-experiment-size-64,74.727,64
9153,netmark-experiment-size-64,101.433,64
9154,netmark-experiment-size-64,68.892,64
9155,netmark-experiment-size-64,65.231,64
9156,netmark-experiment-size-64,91.257,64
9157,netmark-experiment-size-64,81.105,64
9158,netmark-experiment-size-64,66.406,64
9159,netmark-experiment-size-64,80.572,64
9160,netmark-experiment-size-64,82.056,64
9161,netmark-experiment-size-64,60.259,64
9162,netmark-experiment-size-64,96.308,64
9163,netmark-experiment-size-64,72.941,64
9164,netmark-experiment-size-64,89.699,64
9165,netmark-experiment-size-64,75.369,64
9166,netmark-experiment-size-64,75.982,64
9167,netmark-experiment-size-64,85.484,64
9168,netmark-experiment-size-64,74.525,64
9169,netmark-experiment-size-64,83.626,64
9170,netmark-experiment-size-64,75.93,64
9171,netmark-experiment-size-64,78.364,64
9172,netmark-experiment-size-64,74.766,64
9173,netmark-experiment-size-64,76.848,64
9174,netmark-experiment-size-64,85.665,64
9175,netmark-experiment-size-64,65.369,64
9176,netmark-experiment-size-64,84.559,64
9177,netmark-experiment-size-64,76.972,64
9178,netmark-experiment-size-64,77.782,64
9179,netmark-experiment-size-64,87.579,64
9180,netmark-experiment-size-64,88.862,64
9181,netmark-experiment-size-64,99.142,64
9182,netmark-experiment-size-64,81.841,64
9183,netmark-experiment-size-64,89.161,64
9184,netmark-experiment-size-64,64.048,64
9185,netmark-experiment-size-64,68.926,64
9186,netmark-experiment-size-64,92.827,64
9187,netmark-experiment-size-64,76.36,64
9188,netmark-experiment-size-64,60.602,64
9189,netmark-experiment-size-64,66.062,64
9190,netmark-experiment-size-64,83.328,64
9191,netmark-experiment-size-64,99.854,64
9192,netmark-experiment-size-64,88.359,64
9193,netmark-experiment-size-64,84.731,64
9194,netmark-experiment-size-64,73.068,64
9195,netmark-experiment-size-64,78.26,64
9196,netmark-experiment-size-64,77.086,64
9197,netmark-experiment-size-64,87.807,64
9198,netmark-experiment-size-64,60.907,64
9199,netmark-experiment-size-64,79.728,64
9200,netmark-experiment-size-64,106.428,64
9201,netmark-experiment-size-64,79.241,64
9202,netmark-experiment-size-64,69.308,64
9203,netmark-experiment-size-64,78.504,64
9204,netmark-experiment-size-64,71.695,64
9205,netmark-experiment-size-64,92.875,64
9206,netmark-experiment-size-64,93.455,64
9207,netmark-experiment-size-64,94.319,64
9208,netmark-experiment-size-64,70.049,64
9209,netmark-experiment-size-64,92.039,64
9210,netmark-experiment-size-64,96.692,64
9211,netmark-experiment-size-64,73.052,64
9212,netmark-experiment-size-64,63.931,64
9213,netmark-experiment-size-64,95.515,64
9214,netmark-experiment-size-64,93.236,64
9215,netmark-experiment-size-64,77.055,64
9216,netmark-experiment-size-64,80.634,64
9217,netmark-experiment-size-64,79.549,64
9218,netmark-experiment-size-64,80.474,64
9219,netmark-experiment-size-64,93.465,64
9220,netmark-experiment-size-64,78.173,64
9221,netmark-experiment-size-64,79.454,64
9222,netmark-experiment-size-64,72.385,64
9223,netmark-experiment-size-64,99.039,64
9224,netmark-experiment-size-64,75.987,64
9225,netmark-experiment-size-64,95.235,64
9226,netmark-experiment-size-64,62.092,64
9227,netmark-experiment-size-64,85.488,64
9228,netmark-experiment-size-64,80.841,64
9229,netmark-experiment-size-64,82.761,64
9230,netmark-experiment-size-64,91.713,64
9231,netmark-experiment-size-64,95.747,64
9232,netmark-experiment-size-64,88.96,64
9233,netmark-experiment-size-64,73.746,64
9234,netmark-experiment-size-64,86.959,64
9235,netmark-experiment-size-64,75.811,64
9236,netmark-experiment-size-64,74.976,64
9237,netmark-experiment-size-64,75.029,64
9238,netmark-experiment-size-64,95.862,64
9239,netmark-experiment-size-64,81.561,64
9240,netmark-experiment-size-64,96.383,64
9241,netmark-experiment-size-64,81.099,64
9242,netmark-experiment-size-64,78.547,64
9243,netmark-experiment-size-64,96.496,64
9244,netmark-experiment-size-64,100.354,64
9245,netmark-experiment-size-64,76.923,64
9246,netmark-experiment-size-64,93.379,64
9247,netmark-experiment-size-64,85.403,64
9248,netmark-experiment-size-64,83.689,64
9249,netmark-experiment-size-64,96.162,64
9250,netmark-experiment-size-64,84.651,64
9251,netmark-experiment-size-64,84.505,64
9252,netmark-experiment-size-64,75.603,64
9253,netmark-experiment-size-64,67.973,64
9254,netmark-experiment-size-64,80.918,64
9255,netmark-experiment-size-64,92.694,64
9256,netmark-experiment-size-64,70.574,64
9257,netmark-experiment-size-64,66.269,64
9258,netmark-experiment-size-64,93.526,64
9259,netmark-experiment-size-64,77.078,64
9260,netmark-experiment-size-64,66.494,64
9261,netmark-experiment-size-64,87.028,64
9262,netmark-experiment-size-64,74.214,64
9263,netmark-experiment-size-64,73.267,64
9264,netmark-experiment-size-64,92.828,64
9265,netmark-experiment-size-64,87.865,64
9266,netmark-experiment-size-64,95.584,64
9267,netmark-experiment-size-64,83.698,64
9268,netmark-experiment-size-64,99.16,64
9269,netmark-experiment-size-64,65.205,64
9270,netmark-experiment-size-64,87.83,64
9271,netmark-experiment-size-64,59.304,64
9272,netmark-experiment-size-64,73.331,64
9273,netmark-experiment-size-64,84.296,64
9274,netmark-experiment-size-64,64.769,64
9275,netmark-experiment-size-64,64.278,64
9276,netmark-experiment-size-64,81.071,64
9277,netmark-experiment-size-64,72.046,64
9278,netmark-experiment-size-64,64.413,64
9279,netmark-experiment-size-64,82.903,64
9280,netmark-experiment-size-64,69.075,64
9281,netmark-experiment-size-64,58.922,64
9282,netmark-experiment-size-64,68.298,64
9283,netmark-experiment-size-64,68.868,64
9284,netmark-experiment-size-64,64.402,64
9285,netmark-experiment-size-64,61.401,64
9286,netmark-experiment-size-64,79.104,64
9287,netmark-experiment-size-64,56.365,64
9288,netmark-experiment-size-64,71.74,64
9289,netmark-experiment-size-64,61.233,64
9290,netmark-experiment-size-64,74.459,64
9291,netmark-experiment-size-64,63.325,64
9292,netmark-experiment-size-64,73.031,64
9293,netmark-experiment-size-64,74.575,64
9294,netmark-experiment-size-64,72.881,64
9295,netmark-experiment-size-64,73.429,64
9296,netmark-experiment-size-64,72.377,64
9297,netmark-experiment-size-64,71.757,64
9298,netmark-experiment-size-64,59.703,64
9299,netmark-experiment-size-64,59.451,64
9300,netmark-experiment-size-64,69.369,64
9301,netmark-experiment-size-64,78.435,64
9302,netmark-experiment-size-64,85.974,64
9303,netmark-experiment-size-64,76.046,64
9304,netmark-experiment-size-64,66.997,64
9305,netmark-experiment-size-64,80.299,64
9306,netmark-experiment-size-64,74.893,64
9307,netmark-experiment-size-64,67.511,64
9308,netmark-experiment-size-64,74.365,64
9309,netmark-experiment-size-64,76.339,64
9310,netmark-experiment-size-64,51.04,64
9311,netmark-experiment-size-64,63.957,64
9312,netmark-experiment-size-64,73.275,64
9313,netmark-experiment-size-64,76.269,64
9314,netmark-experiment-size-64,68.418,64
9315,netmark-experiment-size-64,67.101,64
9316,netmark-experiment-size-64,78.066,64
9317,netmark-experiment-size-64,83.082,64
9318,netmark-experiment-size-64,71.23,64
9319,netmark-experiment-size-64,79.27,64
9320,netmark-experiment-size-64,51.757,64
9321,netmark-experiment-size-64,67.953,64
9322,netmark-experiment-size-64,64.912,64
9323,netmark-experiment-size-64,68.952,64
9324,netmark-experiment-size-64,62.843,64
9325,netmark-experiment-size-64,78.91,64
9326,netmark-experiment-size-64,88.833,64
9327,netmark-experiment-size-64,83.807,64
9328,netmark-experiment-size-64,66.544,64
9329,netmark-experiment-size-64,81.632,64
9330,netmark-experiment-size-64,67.449,64
9331,netmark-experiment-size-64,66.481,64
9332,netmark-experiment-size-64,85.459,64
9333,netmark-experiment-size-64,81.896,64
9334,netmark-experiment-size-64,59.653,64
9335,netmark-experiment-size-64,86.768,64
9336,netmark-experiment-size-64,87.889,64
9337,netmark-experiment-size-64,176.305,64
9338,netmark-experiment-size-64,84.324,64
9339,netmark-experiment-size-64,85.78,64
9340,netmark-experiment-size-64,86.186,64
9341,netmark-experiment-size-64,73.435,64
9342,netmark-experiment-size-64,90.305,64
9343,netmark-experiment-size-64,85.452,64
9344,netmark-experiment-size-64,82.046,64
9345,netmark-experiment-size-64,92.518,64
9346,netmark-experiment-size-64,72.547,64
9347,netmark-experiment-size-64,74.064,64
9348,netmark-experiment-size-64,72.474,64
9349,netmark-experiment-size-64,75.685,64
9350,netmark-experiment-size-64,78.107,64
9351,netmark-experiment-size-64,88.227,64
9352,netmark-experiment-size-64,85.901,64
9353,netmark-experiment-size-64,73.609,64
9354,netmark-experiment-size-64,83.47,64
9355,netmark-experiment-size-64,65.278,64
9356,netmark-experiment-size-64,71.624,64
9357,netmark-experiment-size-64,84.074,64
9358,netmark-experiment-size-64,70.474,64
9359,netmark-experiment-size-64,76.477,64
9360,netmark-experiment-size-64,61.329,64
9361,netmark-experiment-size-64,83.136,64
9362,netmark-experiment-size-64,77.461,64
9363,netmark-experiment-size-64,68.42,64
9364,netmark-experiment-size-64,72.941,64
9365,netmark-experiment-size-64,64.976,64
9366,netmark-experiment-size-64,80.866,64
9367,netmark-experiment-size-64,63.465,64
9368,netmark-experiment-size-64,81.355,64
9369,netmark-experiment-size-64,86.724,64
9370,netmark-experiment-size-64,92.357,64
9371,netmark-experiment-size-64,73.309,64
9372,netmark-experiment-size-64,79.952,64
9373,netmark-experiment-size-64,81.867,64
9374,netmark-experiment-size-64,58.938,64
9375,netmark-experiment-size-64,80.612,64
9376,netmark-experiment-size-64,88.487,64
9377,netmark-experiment-size-64,88.384,64
9378,netmark-experiment-size-64,69.301,64
9379,netmark-experiment-size-64,93.846,64
9380,netmark-experiment-size-64,90.26,64
9381,netmark-experiment-size-64,76.516,64
9382,netmark-experiment-size-64,79.747,64
9383,netmark-experiment-size-64,77.018,64
9384,netmark-experiment-size-64,88.178,64
9385,netmark-experiment-size-64,82.644,64
9386,netmark-experiment-size-64,73.668,64
9387,netmark-experiment-size-64,81.735,64
9388,netmark-experiment-size-64,80.139,64
9389,netmark-experiment-size-64,67.449,64
9390,netmark-experiment-size-64,69.11,64
9391,netmark-experiment-size-64,74.247,64
9392,netmark-experiment-size-64,62.525,64
9393,netmark-experiment-size-64,69.958,64
9394,netmark-experiment-size-64,77.234,64
9395,netmark-experiment-size-64,78.128,64
9396,netmark-experiment-size-64,80.047,64
9397,netmark-experiment-size-64,78.322,64
9398,netmark-experiment-size-64,87.973,64
9399,netmark-experiment-size-64,95.694,64
9400,netmark-experiment-size-64,101.76,64
9401,netmark-experiment-size-64,85.885,64
9402,netmark-experiment-size-64,91.216,64
9403,netmark-experiment-size-64,74.714,64
9404,netmark-experiment-size-64,77.155,64
9405,netmark-experiment-size-64,95.732,64
9406,netmark-experiment-size-64,84.858,64
9407,netmark-experiment-size-64,70.143,64
9408,netmark-experiment-size-64,76.658,64
9409,netmark-experiment-size-64,84.753,64
9410,netmark-experiment-size-64,79.992,64
9411,netmark-experiment-size-64,88.96,64
9412,netmark-experiment-size-64,84.888,64
9413,netmark-experiment-size-64,74.626,64
9414,netmark-experiment-size-64,75.507,64
9415,netmark-experiment-size-64,81.103,64
9416,netmark-experiment-size-64,61.647,64
9417,netmark-experiment-size-64,81.639,64
9418,netmark-experiment-size-64,76.296,64
9419,netmark-experiment-size-64,90.367,64
9420,netmark-experiment-size-64,99.414,64
9421,netmark-experiment-size-64,86.699,64
9422,netmark-experiment-size-64,94.215,64
9423,netmark-experiment-size-64,79.974,64
9424,netmark-experiment-size-64,80.469,64
9425,netmark-experiment-size-64,63.191,64
9426,netmark-experiment-size-64,83.189,64
9427,netmark-experiment-size-64,65.668,64
9428,netmark-experiment-size-64,78.603,64
9429,netmark-experiment-size-64,88.322,64
9430,netmark-experiment-size-64,93.163,64
9431,netmark-experiment-size-64,92.372,64
9432,netmark-experiment-size-64,63.664,64
9433,netmark-experiment-size-64,83.737,64
9434,netmark-experiment-size-64,80.051,64
9435,netmark-experiment-size-64,93.534,64
9436,netmark-experiment-size-64,72.297,64
9437,netmark-experiment-size-64,62.276,64
9438,netmark-experiment-size-64,93.956,64
9439,netmark-experiment-size-64,90.588,64
9440,netmark-experiment-size-64,73.448,64
9441,netmark-experiment-size-64,74.359,64
9442,netmark-experiment-size-64,95.208,64
9443,netmark-experiment-size-64,88.547,64
9444,netmark-experiment-size-64,69.034,64
9445,netmark-experiment-size-64,95.438,64
9446,netmark-experiment-size-64,80.392,64
9447,netmark-experiment-size-64,88.14,64
9448,netmark-experiment-size-64,70.319,64
9449,netmark-experiment-size-64,90.262,64
9450,netmark-experiment-size-64,80.259,64
9451,netmark-experiment-size-64,64.378,64
9452,netmark-experiment-size-64,84.981,64
9453,netmark-experiment-size-64,67.252,64
9454,netmark-experiment-size-64,94.288,64
9455,netmark-experiment-size-64,95.312,64
9456,netmark-experiment-size-64,74.972,64
9457,netmark-experiment-size-64,73.111,64
9458,netmark-experiment-size-64,97.821,64
9459,netmark-experiment-size-64,85.576,64
9460,netmark-experiment-size-64,64.268,64
9461,netmark-experiment-size-64,67.049,64
9462,netmark-experiment-size-64,58.831,64
9463,netmark-experiment-size-64,92.271,64
9464,netmark-experiment-size-64,78.471,64
9465,netmark-experiment-size-64,68.259,64
9466,netmark-experiment-size-64,71.17,64
9467,netmark-experiment-size-64,66.822,64
9468,netmark-experiment-size-64,60.13,64
9469,netmark-experiment-size-64,67.743,64
9470,netmark-experiment-size-64,67.104,64
9471,netmark-experiment-size-64,71.551,64
9472,netmark-experiment-size-64,74.401,64
9473,netmark-experiment-size-64,73.138,64
9474,netmark-experiment-size-64,65.697,64
9475,netmark-experiment-size-64,57.662,64
9476,netmark-experiment-size-64,78.103,64
9477,netmark-experiment-size-64,72.156,64
9478,netmark-experiment-size-64,84.256,64
9479,netmark-experiment-size-64,71.612,64
9480,netmark-experiment-size-64,66.39,64
9481,netmark-experiment-size-64,76.626,64
9482,netmark-experiment-size-64,78.944,64
9483,netmark-experiment-size-64,62.091,64
9484,netmark-experiment-size-64,55.951,64
9485,netmark-experiment-size-64,78.673,64
9486,netmark-experiment-size-64,68.82,64
9487,netmark-experiment-size-64,69.874,64
9488,netmark-experiment-size-64,61.182,64
9489,netmark-experiment-size-64,71.734,64
9490,netmark-experiment-size-64,74.7,64
9491,netmark-experiment-size-64,62.067,64
9492,netmark-experiment-size-64,70.74,64
9493,netmark-experiment-size-64,58.219,64
9494,netmark-experiment-size-64,69.155,64
9495,netmark-experiment-size-64,63.369,64
9496,netmark-experiment-size-64,84.747,64
9497,netmark-experiment-size-64,67.51,64
9498,netmark-experiment-size-64,78.176,64
9499,netmark-experiment-size-64,68.025,64
9500,netmark-experiment-size-64,65.81,64
9501,netmark-experiment-size-64,79.015,64
9502,netmark-experiment-size-64,71.06,64
9503,netmark-experiment-size-64,84.333,64
9504,netmark-experiment-size-64,70.202,64
9505,netmark-experiment-size-64,59.601,64
9506,netmark-experiment-size-64,59.804,64
9507,netmark-experiment-size-64,70.488,64
9508,netmark-experiment-size-64,69.641,64
9509,netmark-experiment-size-64,68.726,64
9510,netmark-experiment-size-64,65.144,64
9511,netmark-experiment-size-64,66.997,64
9512,netmark-experiment-size-64,76.061,64
9513,netmark-experiment-size-64,67.764,64
9514,netmark-experiment-size-64,68.024,64
9515,netmark-experiment-size-64,83.238,64
9516,netmark-experiment-size-64,77.255,64
9517,netmark-experiment-size-64,68.854,64
9518,netmark-experiment-size-64,82.88,64
9519,netmark-experiment-size-64,51.446,64
9520,netmark-experiment-size-64,59.097,64
9521,netmark-experiment-size-64,69.994,64
9522,netmark-experiment-size-64,73.06,64
9523,netmark-experiment-size-64,81.224,64
9524,netmark-experiment-size-64,65.226,64
9525,netmark-experiment-size-64,75.322,64
9526,netmark-experiment-size-64,91.841,64
9527,netmark-experiment-size-64,84.595,64
9528,netmark-experiment-size-64,90.832,64
9529,netmark-experiment-size-64,73.375,64
9530,netmark-experiment-size-64,64.563,64
9531,netmark-experiment-size-64,94.589,64
9532,netmark-experiment-size-64,72.188,64
9533,netmark-experiment-size-64,79.107,64
9534,netmark-experiment-size-64,84.27,64
9535,netmark-experiment-size-64,84.755,64
9536,netmark-experiment-size-64,61.829,64
9537,netmark-experiment-size-64,82.199,64
9538,netmark-experiment-size-64,87.091,64
9539,netmark-experiment-size-64,72.376,64
9540,netmark-experiment-size-64,85.328,64
9541,netmark-experiment-size-64,91.49,64
9542,netmark-experiment-size-64,77.504,64
9543,netmark-experiment-size-64,70.682,64
9544,netmark-experiment-size-64,93.032,64
9545,netmark-experiment-size-64,75.912,64
9546,netmark-experiment-size-64,72.137,64
9547,netmark-experiment-size-64,74.394,64
9548,netmark-experiment-size-64,74.122,64
9549,netmark-experiment-size-64,62.35,64
9550,netmark-experiment-size-64,76.172,64
9551,netmark-experiment-size-64,82.07,64
9552,netmark-experiment-size-64,80.164,64
9553,netmark-experiment-size-64,72.6,64
9554,netmark-experiment-size-64,91.761,64
9555,netmark-experiment-size-64,85.65,64
9556,netmark-experiment-size-64,86.09,64
9557,netmark-experiment-size-64,83.5,64
9558,netmark-experiment-size-64,74.683,64
9559,netmark-experiment-size-64,80.469,64
9560,netmark-experiment-size-64,67.652,64
9561,netmark-experiment-size-64,82.994,64
9562,netmark-experiment-size-64,80.05,64
9563,netmark-experiment-size-64,82.176,64
9564,netmark-experiment-size-64,74.618,64
9565,netmark-experiment-size-64,92.623,64
9566,netmark-experiment-size-64,77.617,64
9567,netmark-experiment-size-64,63.94,64
9568,netmark-experiment-size-64,69.447,64
9569,netmark-experiment-size-64,94.034,64
9570,netmark-experiment-size-64,74.83,64
9571,netmark-experiment-size-64,88.967,64
9572,netmark-experiment-size-64,61.193,64
9573,netmark-experiment-size-64,70.373,64
9574,netmark-experiment-size-64,66.095,64
9575,netmark-experiment-size-64,82.075,64
9576,netmark-experiment-size-64,66.671,64
9577,netmark-experiment-size-64,85.477,64
9578,netmark-experiment-size-64,82.4,64
9579,netmark-experiment-size-64,69.929,64
9580,netmark-experiment-size-64,86.377,64
9581,netmark-experiment-size-64,88.938,64
9582,netmark-experiment-size-64,77.736,64
9583,netmark-experiment-size-64,86.713,64
9584,netmark-experiment-size-64,91.235,64
9585,netmark-experiment-size-64,68.138,64
9586,netmark-experiment-size-64,80.576,64
9587,netmark-experiment-size-64,87.623,64
9588,netmark-experiment-size-64,94.105,64
9589,netmark-experiment-size-64,103.838,64
9590,netmark-experiment-size-64,93.336,64
9591,netmark-experiment-size-64,90.924,64
9592,netmark-experiment-size-64,81.323,64
9593,netmark-experiment-size-64,73.552,64
9594,netmark-experiment-size-64,85.192,64
9595,netmark-experiment-size-64,87.404,64
9596,netmark-experiment-size-64,89.244,64
9597,netmark-experiment-size-64,90.193,64
9598,netmark-experiment-size-64,93.337,64
9599,netmark-experiment-size-64,90.311,64
9600,netmark-experiment-size-64,81.158,64
9601,netmark-experiment-size-64,84.222,64
9602,netmark-experiment-size-64,73.644,64
9603,netmark-experiment-size-64,74.58,64
9604,netmark-experiment-size-64,96.523,64
9605,netmark-experiment-size-64,73.086,64
9606,netmark-experiment-size-64,85.341,64
9607,netmark-experiment-size-64,99.308,64
9608,netmark-experiment-size-64,64.238,64
9609,netmark-experiment-size-64,73.397,64
9610,netmark-experiment-size-64,85.369,64
9611,netmark-experiment-size-64,80.388,64
9612,netmark-experiment-size-64,70.45,64
9613,netmark-experiment-size-64,77.204,64
9614,netmark-experiment-size-64,79.824,64
9615,netmark-experiment-size-64,71.117,64
9616,netmark-experiment-size-64,92.295,64
9617,netmark-experiment-size-64,95.616,64
9618,netmark-experiment-size-64,90.145,64
9619,netmark-experiment-size-64,93.46,64
9620,netmark-experiment-size-64,67.802,64
9621,netmark-experiment-size-64,93.445,64
9622,netmark-experiment-size-64,88.874,64
9623,netmark-experiment-size-64,79.05,64
9624,netmark-experiment-size-64,78.226,64
9625,netmark-experiment-size-64,83.515,64
9626,netmark-experiment-size-64,81.073,64
9627,netmark-experiment-size-64,67.786,64
9628,netmark-experiment-size-64,89.43,64
9629,netmark-experiment-size-64,70.715,64
9630,netmark-experiment-size-64,61.284,64
9631,netmark-experiment-size-64,88.828,64
9632,netmark-experiment-size-64,91.531,64
9633,netmark-experiment-size-64,89.922,64
9634,netmark-experiment-size-64,78.015,64
9635,netmark-experiment-size-64,76.061,64
9636,netmark-experiment-size-64,89.206,64
9637,netmark-experiment-size-64,86.05,64
9638,netmark-experiment-size-64,76.822,64
9639,netmark-experiment-size-64,87.551,64
9640,netmark-experiment-size-64,74.648,64
9641,netmark-experiment-size-64,99.823,64
9642,netmark-experiment-size-64,87.354,64
9643,netmark-experiment-size-64,96.836,64
9644,netmark-experiment-size-64,88.692,64
9645,netmark-experiment-size-64,82.738,64
9646,netmark-experiment-size-64,71.06,64
9647,netmark-experiment-size-64,69.161,64
9648,netmark-experiment-size-64,75.477,64
9649,netmark-experiment-size-64,75.056,64
9650,netmark-experiment-size-64,71.845,64
9651,netmark-experiment-size-64,85.692,64
9652,netmark-experiment-size-64,102.376,64
9653,netmark-experiment-size-64,80.418,64
9654,netmark-experiment-size-64,68.027,64
9655,netmark-experiment-size-64,87.162,64
9656,netmark-experiment-size-64,60.159,64
9657,netmark-experiment-size-64,81.392,64
9658,netmark-experiment-size-64,76.108,64
9659,netmark-experiment-size-64,65.879,64
9660,netmark-experiment-size-64,72.452,64
9661,netmark-experiment-size-64,61.916,64
9662,netmark-experiment-size-64,83.554,64
9663,netmark-experiment-size-64,58.226,64
9664,netmark-experiment-size-64,72.978,64
9665,netmark-experiment-size-64,80.135,64
9666,netmark-experiment-size-64,86.188,64
9667,netmark-experiment-size-64,86.531,64
9668,netmark-experiment-size-64,76.981,64
9669,netmark-experiment-size-64,71.78,64
9670,netmark-experiment-size-64,85.673,64
9671,netmark-experiment-size-64,56.569,64
9672,netmark-experiment-size-64,74.467,64
9673,netmark-experiment-size-64,82.525,64
9674,netmark-experiment-size-64,71.902,64
9675,netmark-experiment-size-64,80.974,64
9676,netmark-experiment-size-64,86.402,64
9677,netmark-experiment-size-64,75.188,64
9678,netmark-experiment-size-64,79.05,64
9679,netmark-experiment-size-64,71.848,64
9680,netmark-experiment-size-64,86.485,64
9681,netmark-experiment-size-64,65.591,64
9682,netmark-experiment-size-64,58.913,64
9683,netmark-experiment-size-64,69.654,64
9684,netmark-experiment-size-64,86.324,64
9685,netmark-experiment-size-64,93.766,64
9686,netmark-experiment-size-64,78.267,64
9687,netmark-experiment-size-64,77.581,64
9688,netmark-experiment-size-64,79.239,64
9689,netmark-experiment-size-64,77.632,64
9690,netmark-experiment-size-64,72.548,64
9691,netmark-experiment-size-64,84.083,64
9692,netmark-experiment-size-64,78.505,64
9693,netmark-experiment-size-64,75.41,64
9694,netmark-experiment-size-64,73.338,64
9695,netmark-experiment-size-64,83.762,64
9696,netmark-experiment-size-64,77.578,64
9697,netmark-experiment-size-64,72.197,64
9698,netmark-experiment-size-64,72.686,64
9699,netmark-experiment-size-64,66.78,64
9700,netmark-experiment-size-64,66.3,64
9701,netmark-experiment-size-64,81.402,64
9702,netmark-experiment-size-64,81.39,64
9703,netmark-experiment-size-64,83.052,64
9704,netmark-experiment-size-64,98.177,64
9705,netmark-experiment-size-64,78.94,64
9706,netmark-experiment-size-64,81.908,64
9707,netmark-experiment-size-64,86.871,64
9708,netmark-experiment-size-64,67.63,64
9709,netmark-experiment-size-64,72.931,64
9710,netmark-experiment-size-64,63.39,64
9711,netmark-experiment-size-64,88.92,64
9712,netmark-experiment-size-64,70.832,64
9713,netmark-experiment-size-64,75.354,64
9714,netmark-experiment-size-64,77.139,64
9715,netmark-experiment-size-64,81.201,64
9716,netmark-experiment-size-64,88.886,64
9717,netmark-experiment-size-64,91.868,64
9718,netmark-experiment-size-64,82.044,64
9719,netmark-experiment-size-64,89.982,64
9720,netmark-experiment-size-64,73.586,64
9721,netmark-experiment-size-64,78.033,64
9722,netmark-experiment-size-64,68.874,64
9723,netmark-experiment-size-64,86.732,64
9724,netmark-experiment-size-64,79.434,64
9725,netmark-experiment-size-64,66.946,64
