0.000,72.434,64.133,61.327,67.716,71.715,72.386,52.681,79.066,77.006,54.699,75.993,57.038,65.824,63.633,64.046,73.650,70.008,59.873,69.314,68.178,72.805,74.145,59.218,62.466,65.097,64.740,73.456,68.262,55.666,57.976,78.075,63.698,70.464,65.854,73.252,63.028,58.462,74.164,73.435,62.697,76.105,65.087,88.159,75.560,64.631,67.083,58.094,64.536,80.734,58.091,69.753,81.147,60.563,43.359,81.115,68.761,68.433,77.723,73.380,64.658,80.940,75.365,82.724,57.063,61.544,54.264,74.107,59.120,69.512,75.856,88.533,66.383,78.348,76.948,69.184,67.485,62.899,65.682,73.035,56.850,68.459,64.726,57.358,68.523,71.546,83.687,60.748,61.610,56.171,67.190,66.524,88.374,60.713,61.550,64.109,74.669,80.712,74.862,63.646
73.729,0.000,50.847,67.066,56.613,70.194,64.993,49.618,65.690,74.568,67.027,64.318,59.364,67.237,58.987,65.033,76.999,66.032,67.762,55.490,65.635,57.261,57.886,59.977,62.174,72.418,60.121,58.445,66.596,58.312,68.094,63.625,52.517,65.469,61.886,54.639,59.320,65.744,67.474,70.012,57.330,61.504,62.579,70.507,65.346,68.849,69.134,65.901,51.397,73.010,64.562,72.852,57.498,66.327,67.138,73.846,66.456,53.509,70.014,60.383,60.396,63.139,75.786,78.109,58.016,67.734,67.682,68.448,55.591,51.493,59.317,65.817,56.857,73.967,65.731,52.237,61.941,64.462,64.759,67.808,60.130,67.902,72.655,61.252,52.022,67.636,71.612,54.008,59.196,61.774,77.141,62.743,81.141,66.722,66.838,67.703,70.060,63.373,65.747,74.637
64.832,52.694,0.000,63.828,64.931,64.568,53.986,60.923,52.551,67.219,61.154,61.514,49.313,67.525,61.590,63.723,64.321,56.639,55.464,62.005,60.790,64.441,66.516,57.513,65.500,68.939,62.060,61.358,59.066,65.704,51.599,69.150,68.854,55.618,61.123,64.281,57.382,58.917,64.339,60.407,57.455,70.518,52.671,76.900,62.668,67.602,44.308,58.730,56.718,57.610,58.281,65.097,63.805,56.169,72.178,64.579,55.305,60.428,69.314,59.194,69.349,70.985,74.385,69.096,63.772,65.785,66.824,64.996,72.689,54.363,61.765,63.160,63.639,72.951,58.135,65.509,59.042,69.101,67.270,65.579,49.378,63.576,72.364,67.743,62.422,65.736,78.631,61.110,61.391,62.613,62.782,61.052,69.212,69.121,61.934,50.013,58.602,63.438,55.069,63.601
65.496,68.257,63.219,0.000,58.746,66.594,61.973,68.989,56.672,77.814,70.453,68.583,65.470,71.262,69.052,72.380,59.764,70.167,58.013,78.905,75.278,72.387,75.694,61.381,78.152,72.654,64.271,73.322,65.519,73.119,70.467,77.216,64.042,77.440,59.502,71.610,64.550,65.636,73.350,78.087,62.281,69.526,66.335,70.325,78.066,65.646,56.092,74.347,65.799,63.606,59.910,79.690,77.216,61.612,71.858,79.413,71.515,69.043,75.540,63.635,74.762,60.659,56.732,84.680,77.754,66.969,55.893,64.220,61.541,63.854,79.178,59.922,57.816,70.552,66.827,63.440,74.140,56.253,76.277,72.454,63.029,65.504,68.876,74.855,70.354,69.316,80.870,57.387,62.270,73.916,58.547,68.199,84.475,74.061,67.780,77.292,71.433,69.005,75.091,54.911
66.336,51.618,59.543,56.170,0.000,58.950,67.563,55.567,53.435,58.084,51.288,56.384,51.382,61.404,56.380,53.696,68.619,54.007,54.087,57.610,49.580,59.251,57.970,51.029,46.534,52.695,55.122,63.191,58.289,60.580,48.841,60.406,59.319,57.715,53.391,51.357,50.246,58.681,60.005,52.986,47.153,64.110,61.437,62.074,67.486,61.460,53.965,61.056,55.130,60.317,53.309,50.108,61.693,55.518,65.932,65.355,57.209,61.703,64.741,59.172,60.425,65.721,59.142,70.726,63.080,57.608,61.155,48.182,49.942,59.067,61.778,66.603,53.061,49.848,66.472,47.916,53.744,57.116,56.860,47.197,56.093,53.963,63.424,63.303,51.777,51.833,54.768,56.676,57.872,59.318,66.761,59.632,53.792,64.435,55.706,46.241,56.856,60.904,49.058,62.353
69.099,70.335,66.036,66.821,58.964,0.000,75.514,62.411,64.187,53.758,55.537,67.292,56.697,54.750,54.839,66.563,70.021,63.096,55.621,64.957,59.202,61.931,63.988,56.245,64.093,65.948,62.210,67.894,58.439,65.557,59.510,57.977,60.434,64.297,68.783,58.252,55.533,56.821,55.110,64.540,56.736,60.692,69.037,68.871,63.401,59.585,67.590,58.458,54.956,49.952,53.919,69.189,71.972,62.053,73.237,69.544,60.834,60.535,51.307,56.404,67.297,71.108,73.263,65.499,57.600,55.461,58.781,65.537,61.941,54.932,59.421,72.268,58.157,70.335,52.531,58.196,51.474,55.036,66.725,50.597,51.455,65.761,60.945,64.314,53.957,59.554,65.191,59.085,48.008,64.121,55.249,53.164,64.252,61.753,65.460,60.865,62.977,69.706,68.520,69.173
70.513,64.296,57.579,61.769,69.733,73.478,0.000,69.649,71.401,66.291,67.088,80.093,64.209,60.384,56.662,66.930,80.914,70.171,66.079,66.230,76.908,73.842,66.127,68.551,78.129,55.473,60.338,62.174,66.997,71.487,62.834,62.366,75.284,57.503,76.659,73.693,65.515,72.530,57.644,65.403,65.072,68.082,71.652,89.360,78.019,62.442,67.938,73.441,62.153,64.520,78.767,70.005,83.735,51.769,78.254,82.662,72.272,67.769,61.088,59.544,66.577,77.378,71.121,83.447,80.823,66.499,74.283,76.163,81.367,69.988,80.124,81.903,72.566,81.351,71.796,70.259,69.106,76.508,55.720,58.221,54.984,77.251,75.503,63.389,71.745,60.840,86.515,68.406,61.641,63.860,77.649,63.733,59.455,65.913,71.395,72.724,71.433,59.943,79.508,71.412
52.036,48.852,59.551,67.294,55.544,61.270,72.399,0.000,46.788,54.962,50.127,52.734,49.405,60.259,36.461,53.565,67.778,52.353,53.816,64.178,47.351,59.138,58.032,56.699,52.000,47.185,51.938,56.928,47.288,61.337,61.135,53.594,55.576,54.242,61.304,56.558,55.088,58.542,54.094,61.445,55.664,62.377,64.172,70.082,65.096,61.178,55.381,53.423,52.215,57.591,50.424,68.637,59.914,49.555,67.749,58.031,54.790,54.271,49.148,53.600,54.224,48.190,65.115,68.941,61.611,50.779,52.691,61.520,57.568,41.588,58.274,56.944,58.411,47.960,60.395,45.083,61.881,63.174,55.193,58.579,58.969,64.755,56.726,51.543,47.648,54.359,53.896,62.186,59.271,58.871,57.770,51.960,66.124,61.955,54.951,61.353,53.122,50.130,52.555,51.835
71.812,65.990,50.930,54.986,53.435,60.907,72.431,46.425,0.000,57.092,59.043,61.389,53.352,54.930,53.852,55.477,62.297,60.201,53.370,67.632,60.214,47.860,55.469,61.917,62.657,57.393,59.037,61.321,54.967,62.052,52.558,65.801,63.301,65.067,59.209,41.334,53.823,60.702,58.203,63.459,51.690,60.916,58.198,76.976,67.669,62.420,58.047,56.778,49.008,54.721,59.439,59.647,70.097,52.953,70.923,58.481,59.484,61.931,62.130,61.115,64.540,52.004,61.246,74.815,65.326,60.139,56.932,60.838,61.626,58.389,68.766,63.490,53.881,49.850,67.479,53.155,56.226,60.970,48.669,59.392,56.408,66.253,65.976,57.674,57.948,49.015,75.475,49.625,54.225,62.951,59.302,57.008,52.288,58.385,58.711,64.947,55.621,58.937,64.705,67.672
75.623,73.290,70.932,74.724,59.176,55.538,65.023,63.144,64.183,0.000,65.965,64.600,57.246,70.639,66.865,69.945,75.435,67.364,67.158,54.855,63.964,62.021,68.094,64.590,69.029,65.950,53.610,70.976,60.926,59.463,79.259,64.709,69.439,64.011,70.568,57.985,59.290,66.909,61.034,61.958,62.102,73.039,73.212,72.092,55.760,70.606,67.891,70.328,67.091,61.475,61.709,64.430,66.453,65.943,76.428,66.353,66.761,78.519,63.252,61.259,63.058,63.557,59.701,78.908,63.299,69.434,51.596,63.646,71.891,63.283,73.503,65.588,70.097,74.536,74.055,58.867,71.112,70.055,62.058,59.122,69.700,64.594,53.976,72.114,67.523,66.232,71.524,60.567,58.829,71.586,65.582,60.169,77.084,83.282,76.073,71.642,59.577,61.769,64.316,75.059
