0.000,62.732,70.998,63.343,64.275,63.330,65.939,62.145,79.678,78.902,52.023,68.452,65.797,61.149,72.041,73.998,62.178,69.641,51.424,58.466,62.915,53.481,70.011,60.855,66.527,56.876,56.076,70.629,51.889,57.348,72.270,66.776,71.475,65.548,77.942,75.449,61.449,50.852,52.213,55.378,73.655,69.517,59.391,56.145,59.569,70.162,56.413,58.939,63.722,47.447,59.891,59.508,58.432,65.997,64.659,66.997,62.572,53.134,74.691,51.496,64.513,70.104,65.534,67.469,74.863,59.000,61.418,67.253,64.024,66.729,71.853,59.207,59.509,74.897,62.148,57.665,64.423,64.695,58.125,68.460,74.216,60.893,50.949,68.008,51.981,64.850,60.119,66.114,69.610,65.215
61.831,0.000,70.587,61.835,68.446,65.193,55.108,64.972,56.180,76.251,68.509,68.492,54.011,65.771,52.939,66.385,63.973,63.764,55.635,66.043,56.866,60.141,56.724,49.250,57.324,62.112,65.059,72.743,59.210,68.747,70.550,61.641,52.864,53.076,60.473,64.303,70.999,59.046,61.271,61.594,68.974,57.852,52.037,57.615,66.470,52.722,66.284,64.770,61.694,57.131,50.541,65.436,55.676,56.815,54.020,54.285,59.427,67.774,76.437,57.843,62.974,66.552,64.689,69.447,61.828,61.566,59.967,65.656,72.375,64.319,57.175,65.017,53.279,71.277,54.962,58.366,56.250,50.469,64.009,52.919,61.825,56.853,60.381,70.292,53.066,76.471,71.229,67.191,68.220,44.943
74.159,68.253,0.000,63.513,69.397,69.092,60.168,67.238,84.735,79.184,62.617,89.326,57.090,63.942,64.982,75.947,66.834,58.295,72.337,68.403,66.181,76.054,69.212,65.431,61.108,55.134,66.218,74.831,69.295,60.735,62.191,57.139,64.184,57.786,56.521,65.354,64.728,63.872,55.744,56.607,72.466,62.472,67.311,78.179,68.862,57.088,61.968,67.385,69.741,70.956,54.533,65.132,65.762,59.201,54.738,79.781,63.400,63.368,76.244,61.577,73.337,68.727,58.799,72.691,64.695,57.473,63.419,61.643,67.665,59.297,54.917,59.948,56.443,64.844,72.387,69.280,55.738,61.754,64.875,68.688,65.234,59.848,55.957,73.181,65.656,80.238,69.177,65.987,68.660,71.123
65.153,60.730,65.212,0.000,72.022,72.389,53.078,72.825,71.601,81.907,63.816,80.144,60.635,65.120,79.346,68.387,65.011,55.285,78.128,62.166,68.480,76.980,73.838,62.468,73.065,69.497,63.633,54.124,62.679,54.154,66.181,69.749,78.401,71.070,79.507,74.768,80.312,74.661,67.746,57.699,75.990,62.535,66.117,74.614,74.347,66.865,73.797,64.040,75.509,75.707,64.311,56.591,65.325,70.226,66.194,58.128,67.218,70.680,70.805,70.073,56.149,63.702,62.578,65.365,82.876,58.065,73.656,73.285,68.704,69.777,74.884,53.167,50.432,68.339,53.929,56.608,70.194,62.900,78.843,65.459,64.561,69.197,71.157,61.980,59.357,76.103,64.453,79.864,76.256,74.738
61.628,64.696,68.544,73.486,0.000,59.845,51.129,58.317,72.839,64.894,69.445,65.790,54.819,58.996,61.931,72.858,61.617,62.920,75.029,48.496,67.079,69.335,68.031,54.815,66.176,54.383,62.758,73.677,64.041,61.565,51.461,54.266,69.967,62.701,63.363,62.082,69.487,72.007,61.545,49.377,61.885,60.334,61.911,73.608,58.367,64.596,67.249,65.604,69.626,60.087,56.629,69.149,60.732,66.755,69.156,69.177,63.903,68.449,70.184,57.313,64.594,61.133,56.225,67.614,62.705,57.123,62.914,58.770,53.341,56.353,58.727,51.045,61.042,61.495,69.348,66.684,50.484,49.540,69.282,58.570,62.639,66.321,62.323,80.050,58.047,69.258,64.737,62.960,70.565,59.886
67.154,64.596,68.517,67.367,62.129,0.000,64.544,59.895,62.875,63.440,67.922,66.027,61.910,61.865,72.667,63.324,51.762,66.638,62.874,50.943,54.519,61.905,54.225,63.147,52.075,55.072,63.856,72.558,67.569,59.924,60.694,62.500,60.212,64.291,61.348,71.978,54.669,62.124,53.097,49.844,63.973,56.837,51.455,76.843,57.707,57.690,53.381,59.920,71.213,66.219,60.746,61.481,63.722,59.119,77.749,79.417,60.407,69.504,66.088,51.589,71.816,67.383,59.675,54.909,62.004,64.071,62.573,57.955,70.715,65.223,61.456,57.115,61.368,70.142,70.106,63.622,63.865,51.147,56.465,65.816,59.809,58.770,69.788,77.882,63.606,65.790,68.463,76.946,58.221,62.324
61.684,53.995,59.026,47.203,52.095,64.019,0.000,58.027,57.033,62.663,65.253,70.655,53.864,59.835,61.940,63.920,59.816,61.161,71.245,63.619,49.117,50.311,54.587,53.927,58.486,55.923,54.236,64.241,54.368,51.700,54.758,57.468,49.926,62.877,59.894,67.376,50.367,54.011,67.891,59.542,66.413,61.156,48.141,60.526,61.602,55.188,47.064,62.422,66.492,62.168,63.886,61.519,57.880,62.754,57.836,76.730,64.503,56.231,66.642,58.438,68.656,65.313,48.926,59.339,67.466,54.392,57.288,60.323,62.362,55.427,67.179,60.193,57.045,52.799,55.112,47.896,59.526,58.603,55.164,55.790,59.354,55.534,63.430,70.044,52.466,69.661,63.186,67.661,57.294,60.467
61.436,63.041,69.474,69.740,63.770,56.685,59.010,0.000,63.056,65.808,59.641,73.900,61.305,57.183,72.926,64.721,65.348,61.104,73.405,65.059,58.107,70.109,59.326,47.754,54.992,54.508,62.404,60.942,63.502,58.394,68.746,56.580,66.972,65.746,64.642,71.055,68.426,68.168,61.254,62.259,62.904,50.700,56.111,68.527,60.247,66.310,66.224,67.628,72.239,59.700,69.072,52.388,62.155,49.701,70.930,63.886,68.260,66.186,65.162,58.779,64.149,65.420,63.225,69.581,65.199,55.144,68.599,55.079,69.415,55.918,59.141,50.106,63.552,72.299,69.936,64.018,61.885,63.603,63.502,65.721,67.471,65.035,68.059,64.158,62.946,72.329,58.686,61.670,64.005,67.816
73.109,54.033,74.219,64.716,77.146,63.906,58.731,64.030,0.000,57.167,61.786,81.190,67.463,64.101,66.131,55.111,66.766,69.796,68.043,76.557,63.890,76.199,54.159,60.004,69.756,56.241,52.297,64.206,58.077,61.372,73.937,62.883,72.012,68.839,77.346,66.091,76.462,73.452,59.701,49.644,78.085,74.933,71.932,68.891,76.621,62.680,70.203,66.392,67.417,75.114,62.936,71.551,57.102,52.137,68.328,74.072,79.694,73.574,78.010,50.868,56.387,52.327,71.128,72.183,78.302,56.939,66.698,70.904,80.532,70.663,75.903,70.907,57.141,74.392,62.010,63.118,63.381,78.246,78.075,63.830,57.958,73.652,69.430,82.635,69.525,67.074,66.752,79.975,60.740,75.252
76.270,69.681,73.809,73.443,65.080,62.046,62.612,67.026,58.654,0.000,67.774,82.188,53.813,74.046,75.959,79.229,67.694,57.158,79.971,54.624,68.777,76.602,61.658,70.803,55.677,68.026,59.665,79.297,71.683,71.933,61.141,67.205,63.508,55.254,78.889,68.675,54.529,53.997,73.745,69.677,77.037,72.126,60.977,71.026,75.319,72.430,74.074,67.608,74.315,61.316,62.232,67.145,60.290,58.843,74.409,71.502,62.983,60.640,75.450,68.909,65.421,70.806,58.048,74.850,78.244,59.270,63.604,73.822,75.735,58.684,65.300,54.757,68.314,53.709,78.680,61.178,52.002,72.348,57.985,53.678,76.296,73.242,66.562,85.379,62.110,56.837,62.373,78.791,49.138,66.241
