,minicluster_size,mpitype,runtime,analysis,ranks,name
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-6,4,ompi,1.3464653491973877,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-5,4,ompi,1.3520517349243164,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-14,4,ompi,1.3361756801605225,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-13,4,ompi,1.352940320968628,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-7,4,ompi,1.355362892150879,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-16,4,ompi,1.3305785655975342,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-18,4,ompi,1.359004020690918,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-1,4,ompi,1.3541910648345947,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-9,4,ompi,1.3400204181671143,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-8,4,ompi,1.3484711647033691,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-10,4,ompi,1.3473010063171387,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-4,4,ompi,1.3515918254852295,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-11,4,ompi,1.3421251773834229,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-3,4,ompi,1.3380162715911865,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-15,4,ompi,1.3398678302764893,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-2,4,ompi,1.3654794692993164,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_4_hello_usempi-noaff/mpis-4-hello_usempi-noaff-17,4,ompi,1.3498704433441162,hello_usempi-noaff,224,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-5,5,ompi,1.3825078010559082,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-13,5,ompi,1.3959577083587646,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-17,5,ompi,1.3826229572296143,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-15,5,ompi,1.390066146850586,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-6,5,ompi,1.398890733718872,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-19,5,ompi,1.4064724445343018,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-1,5,ompi,1.3687689304351807,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-0,5,ompi,1.393428087234497,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-8,5,ompi,1.4026374816894531,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-2,5,ompi,1.3836066722869873,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-16,5,ompi,1.3804223537445068,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-18,5,ompi,1.3955585956573486,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-3,5,ompi,1.3845078945159912,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-11,5,ompi,1.3781864643096924,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-7,5,ompi,1.383573055267334,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-4,5,ompi,1.3789777755737305,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-14,5,ompi,1.3885064125061035,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-12,5,ompi,1.402728796005249,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-10,5,ompi,1.3762059211730957,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-9,5,ompi,1.383148193359375,hello_usempi-noaff,280,ompi-noaff
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-8,8,ompi,1.6812548637390137,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-19,8,ompi,1.6417386531829834,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-4,8,ompi,1.6492385864257812,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-0,8,ompi,1.6541340351104736,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-9,8,ompi,1.6475179195404053,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-16,8,ompi,1.6373612880706787,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-18,8,ompi,1.652780294418335,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-7,8,ompi,1.6499333381652832,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-14,8,ompi,1.6554114818572998,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-13,8,ompi,1.6366603374481201,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-3,8,ompi,1.6493902206420898,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-15,8,ompi,1.6327087879180908,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-6,8,ompi,1.6632697582244873,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-17,8,ompi,1.6426970958709717,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-2,8,ompi,1.6492195129394531,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-10,8,ompi,1.6215136051177979,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-5,8,ompi,1.6436715126037598,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-11,8,ompi,1.651669979095459,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-12,8,ompi,1.6609702110290527,hello_usempi,448,ompi
kubernetes-8/ompi/size_8_hello_usempi/mpis-8-hello_usempi-1,8,ompi,1.637378215789795,hello_usempi,448,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-6,6,ompi,1.5076544284820557,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-13,6,ompi,1.4973535537719727,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-14,6,ompi,1.498737096786499,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-0,6,ompi,1.53271484375,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-18,6,ompi,1.5022215843200684,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-10,6,ompi,1.5086379051208496,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-3,6,ompi,1.4984803199768066,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-1,6,ompi,1.509826421737671,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-5,6,ompi,1.5132148265838623,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-15,6,ompi,1.4964540004730225,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-2,6,ompi,1.5028324127197266,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-4,6,ompi,1.5192747116088867,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-16,6,ompi,1.5011143684387207,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-9,6,ompi,1.5019376277923584,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-12,6,ompi,1.4830622673034668,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-17,6,ompi,1.4789516925811768,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-11,6,ompi,1.4946844577789307,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-7,6,ompi,1.5056369304656982,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-19,6,ompi,1.5003118515014648,hello_usempi,336,ompi
kubernetes-8/ompi/size_6_hello_usempi/mpis-6-hello_usempi-8,6,ompi,1.4912080764770508,hello_usempi,336,ompi
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-13,7,ompi,1.465012550354004,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-2,7,ompi,1.442535400390625,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-8,7,ompi,1.4749946594238281,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-4,7,ompi,1.473299503326416,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-14,7,ompi,1.4337835311889648,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-11,7,ompi,1.456923484802246,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-1,7,ompi,1.4478328227996826,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-5,7,ompi,1.4559741020202637,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-0,7,ompi,1.4500300884246826,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-9,7,ompi,1.4581708908081055,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-7,7,ompi,1.4613168239593506,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-19,7,ompi,1.4422039985656738,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-17,7,ompi,1.4579060077667236,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-15,7,ompi,1.468299150466919,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-10,7,ompi,1.4523983001708984,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-18,7,ompi,1.4407801628112793,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-12,7,ompi,1.4572689533233643,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-6,7,ompi,1.4809439182281494,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-16,7,ompi,1.4669179916381836,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_7_hello_usempi-noaff/mpis-7-hello_usempi-noaff-3,7,ompi,1.4427976608276367,hello_usempi-noaff,392,ompi-noaff
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-4,1,ompi,1.2007477283477783,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-19,1,ompi,1.2410783767700195,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-16,1,ompi,1.2099015712738037,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-12,1,ompi,1.1937942504882812,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-9,1,ompi,1.1994268894195557,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-0,1,ompi,1.201425552368164,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-11,1,ompi,1.2132148742675781,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-2,1,ompi,1.175102710723877,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-3,1,ompi,1.187032699584961,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-1,1,ompi,1.2216956615447998,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-6,1,ompi,1.196887731552124,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-8,1,ompi,1.2189910411834717,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-7,1,ompi,1.2190840244293213,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-14,1,ompi,1.198829174041748,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-17,1,ompi,1.2218017578125,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-18,1,ompi,1.1636524200439453,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-5,1,ompi,1.19443678855896,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-13,1,ompi,1.2116022109985352,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-15,1,ompi,1.197227954864502,hello_usempi,56,ompi
kubernetes-8/ompi/size_1_hello_usempi/mpis-1-hello_usempi-10,1,ompi,1.2322235107421875,hello_usempi,56,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-10,5,ompi,1.479499101638794,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-15,5,ompi,1.5050225257873535,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-9,5,ompi,1.4607133865356445,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-16,5,ompi,1.4526703357696533,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-12,5,ompi,1.4639129638671875,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-2,5,ompi,1.4878325462341309,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-1,5,ompi,1.48698091506958,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-7,5,ompi,1.5119755268096924,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-4,5,ompi,1.4766881465911865,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-14,5,ompi,1.444671630859375,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-3,5,ompi,1.4540977478027344,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-11,5,ompi,1.487485408782959,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-8,5,ompi,1.4689385890960693,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-17,5,ompi,1.4842233657836914,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-6,5,ompi,1.485365390777588,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-19,5,ompi,1.4875833988189697,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-5,5,ompi,1.4795210361480713,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-18,5,ompi,1.469043493270874,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-13,5,ompi,1.4886562824249268,hello_usempi,280,ompi
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-0,5,ompi,1.5041790008544922,hello_usempi,280,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-12,7,ompi,1.5407397747039795,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-14,7,ompi,1.5205774307250977,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-9,7,ompi,1.5430481433868408,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-0,7,ompi,1.5289387702941895,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-1,7,ompi,1.539599895477295,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-13,7,ompi,1.558128833770752,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-16,7,ompi,1.5327155590057373,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-18,7,ompi,1.5268335342407227,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-8,7,ompi,1.5461270809173584,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-11,7,ompi,1.5433568954467773,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-5,7,ompi,1.5303523540496826,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-17,7,ompi,1.5378003120422363,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-3,7,ompi,1.526569128036499,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-4,7,ompi,1.5217514038085938,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-15,7,ompi,1.538463830947876,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-10,7,ompi,1.5297293663024902,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-6,7,ompi,1.54296875,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-7,7,ompi,1.5497777462005615,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-19,7,ompi,1.5244019031524658,hello_usempi,392,ompi
kubernetes-8/ompi/size_7_hello_usempi/mpis-7-hello_usempi-2,7,ompi,1.5250322818756104,hello_usempi,392,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-19,2,ompi,1.3012974262237549,hello_usempi,112,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-15,2,ompi,1.301966905593872,hello_usempi,112,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-1,2,ompi,1.320505142211914,hello_usempi,112,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-3,2,ompi,1.313441514968872,hello_usempi,112,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-2,2,ompi,1.3038313388824463,hello_usempi,112,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-12,2,ompi,1.3160812854766846,hello_usempi,112,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-10,2,ompi,1.3114759922027588,hello_usempi,112,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-8,2,ompi,1.3221180438995361,hello_usempi,112,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-11,2,ompi,1.3042337894439697,hello_usempi,112,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-13,2,ompi,1.3013827800750732,hello_usempi,112,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-14,2,ompi,1.3078100681304932,hello_usempi,112,ompi
kubernetes-8/ompi/size_2_hello_usempi/mpis-2-hello_usempi-9,2,ompi,1.3200984001159668,hello_usempi,112,ompi
