,minicluster_size,mpitype,runtime,analysis,ranks
kubernetes-8/ompi/size_8_hello_cxx-noaff/mpis-8-hello_cxx-noaff-10,8,ompi,1.532118797302246,hello_cxx-noaff,448
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-12,2,ompi,1.3034119606018066,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-15,2,ompi,1.2928264141082764,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-14,2,ompi,1.2855145931243896,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-10,2,ompi,1.2955210208892822,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-18,2,ompi,1.282588005065918,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-19,2,ompi,1.2939260005950928,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-16,2,ompi,1.2947919368743896,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-0,2,ompi,1.3008770942687988,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-5,2,ompi,1.300658941268921,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-13,2,ompi,1.3200099468231201,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-1,2,ompi,1.2947824001312256,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-6,2,ompi,1.2858302593231201,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-4,2,ompi,1.3014905452728271,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-11,2,ompi,1.2934050559997559,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-7,2,ompi,1.2743194103240967,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-3,2,ompi,1.289712905883789,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-17,2,ompi,1.3191688060760498,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-9,2,ompi,1.3105380535125732,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-8,2,ompi,1.294966459274292,hello_c,112
kubernetes-8/ompi/size_2_hello_c/mpis-2-hello_c-2,2,ompi,1.2872118949890137,hello_c,112
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-15,7,ompi,1.6546454429626465,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-11,7,ompi,1.662243127822876,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-3,7,ompi,1.615525245666504,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-0,7,ompi,1.6094777584075928,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-6,7,ompi,1.8115224838256836,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-13,7,ompi,1.6821293830871582,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-14,7,ompi,1.5611958503723145,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-18,7,ompi,1.6771318912506104,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-2,7,ompi,1.6873540878295898,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-1,7,ompi,1.642547845840454,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-4,7,ompi,1.6309328079223633,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-16,7,ompi,1.7054834365844727,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-9,7,ompi,1.8157155513763428,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-7,7,ompi,1.649181842803955,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-19,7,ompi,1.5939455032348633,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-8,7,ompi,1.6414299011230469,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-5,7,ompi,1.5757756233215332,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-10,7,ompi,1.7741413116455078,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-17,7,ompi,1.6716523170471191,ring_c-noaff,392
kubernetes-8/ompi/size_7_ring_c-noaff/mpis-7-ring_c-noaff-12,7,ompi,1.5961120128631592,ring_c-noaff,392
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-5,6,ompi,1.6176013946533203,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-18,6,ompi,1.575608253479004,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-2,6,ompi,1.5576143264770508,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-13,6,ompi,1.6363911628723145,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-19,6,ompi,1.6102075576782227,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-9,6,ompi,1.576413869857788,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-1,6,ompi,1.6007964611053467,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-16,6,ompi,1.632361650466919,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-12,6,ompi,1.6153428554534912,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-0,6,ompi,1.6011629104614258,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-15,6,ompi,1.586676836013794,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-7,6,ompi,1.584282398223877,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-10,6,ompi,1.6280767917633057,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-3,6,ompi,1.66744065284729,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-6,6,ompi,1.5825295448303223,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-8,6,ompi,1.611206293106079,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-4,6,ompi,1.6066381931304932,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-17,6,ompi,1.5959885120391846,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-11,6,ompi,1.5688343048095703,ring_mpifh,336
kubernetes-8/ompi/size_6_ring_mpifh/mpis-6-ring_mpifh-14,6,ompi,1.6055018901824951,ring_mpifh,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-3,6,ompi,1.4913017749786377,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-11,6,ompi,1.4947474002838135,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-0,6,ompi,1.521714448928833,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-6,6,ompi,1.4874353408813477,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-13,6,ompi,1.5054879188537598,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-15,6,ompi,1.5094239711761475,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-9,6,ompi,1.4788649082183838,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-1,6,ompi,1.4938421249389648,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-4,6,ompi,1.4967033863067627,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-8,6,ompi,1.516021490097046,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-14,6,ompi,1.5010693073272705,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-5,6,ompi,1.5215377807617188,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-7,6,ompi,1.509509801864624,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-16,6,ompi,1.5109078884124756,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-2,6,ompi,1.515190839767456,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-19,6,ompi,1.4982221126556396,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-10,6,ompi,1.535003662109375,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-18,6,ompi,1.5134620666503906,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-12,6,ompi,1.4959735870361328,hello_c,336
kubernetes-8/ompi/size_6_hello_c/mpis-6-hello_c-17,6,ompi,1.5072154998779297,hello_c,336
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-0,4,ompi,1.448462724685669,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-4,4,ompi,1.463696002960205,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-8,4,ompi,1.4730596542358398,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-9,4,ompi,1.4847960472106934,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-6,4,ompi,1.5417096614837646,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-16,4,ompi,1.4524972438812256,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-13,4,ompi,1.47540283203125,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-1,4,ompi,1.502089500427246,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-14,4,ompi,1.47292160987854,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-11,4,ompi,1.4656867980957031,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-19,4,ompi,1.6576204299926758,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-18,4,ompi,1.4797537326812744,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-7,4,ompi,1.4294214248657227,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-5,4,ompi,1.4715416431427002,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-10,4,ompi,1.4805333614349365,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-17,4,ompi,1.4953198432922363,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-15,4,ompi,1.5154294967651367,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-2,4,ompi,1.4955532550811768,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-12,4,ompi,1.4274039268493652,ring_mpifh-noaff,224
kubernetes-8/ompi/size_4_ring_mpifh-noaff/mpis-4-ring_mpifh-noaff-3,4,ompi,1.4321167469024658,ring_mpifh-noaff,224
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-11,2,ompi,1.2774701118469238,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-4,2,ompi,1.3659985065460205,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-6,2,ompi,1.286424160003662,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-10,2,ompi,1.4551582336425781,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-18,2,ompi,1.3022565841674805,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-0,2,ompi,1.5576298236846924,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-2,2,ompi,1.4186005592346191,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-5,2,ompi,1.323415994644165,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-16,2,ompi,1.2759089469909668,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-19,2,ompi,1.2779347896575928,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-3,2,ompi,1.3282713890075684,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-1,2,ompi,1.2924816608428955,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-7,2,ompi,1.2787702083587646,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-17,2,ompi,1.4795100688934326,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-15,2,ompi,1.5620410442352295,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-8,2,ompi,1.3147478103637695,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-14,2,ompi,1.3107147216796875,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-13,2,ompi,1.2856686115264893,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-12,2,ompi,1.2935848236083984,ring_mpifh-noaff,112
kubernetes-8/ompi/size_2_ring_mpifh-noaff/mpis-2-ring_mpifh-noaff-9,2,ompi,1.380516767501831,ring_mpifh-noaff,112
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-8,1,ompi,1.1783485412597656,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-12,1,ompi,1.1996941566467285,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-17,1,ompi,1.2089107036590576,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-3,1,ompi,1.2087202072143555,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-14,1,ompi,1.1868970394134521,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-10,1,ompi,1.2007763385772705,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-16,1,ompi,1.2117946147918701,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-0,1,ompi,1.181974172592163,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-15,1,ompi,1.1925272941589355,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-11,1,ompi,1.2064974308013916,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-5,1,ompi,1.171562671661377,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-4,1,ompi,1.1903042793273926,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-13,1,ompi,1.195655107498169,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-19,1,ompi,1.2080984115600586,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-2,1,ompi,1.2109041213989258,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-1,1,ompi,1.1750478744506836,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-18,1,ompi,1.2090754508972168,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-7,1,ompi,1.1848912239074707,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-6,1,ompi,1.1750750541687012,hello_c,56
kubernetes-8/ompi/size_1_hello_c/mpis-1-hello_c-9,1,ompi,1.2026066780090332,hello_c,56
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-6,5,ompi,1.522331953048706,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-4,5,ompi,1.562927484512329,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-5,5,ompi,1.5318048000335693,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-2,5,ompi,1.5281691551208496,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-15,5,ompi,1.564568281173706,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-14,5,ompi,1.5209765434265137,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-19,5,ompi,1.5054614543914795,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-13,5,ompi,1.4984402656555176,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-16,5,ompi,1.5118989944458008,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-9,5,ompi,1.5427250862121582,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-0,5,ompi,1.5156362056732178,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-10,5,ompi,1.5092267990112305,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-7,5,ompi,1.5480518341064453,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-1,5,ompi,1.578974962234497,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-11,5,ompi,1.5795183181762695,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-12,5,ompi,1.5422563552856445,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-8,5,ompi,1.5776195526123047,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-18,5,ompi,1.5944976806640625,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-17,5,ompi,1.515554428100586,ring_c,280
kubernetes-8/ompi/size_5_ring_c/mpis-5-ring_c-3,5,ompi,1.5191185474395752,ring_c,280
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-16,2,ompi,1.3134984970092773,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-11,2,ompi,1.356058120727539,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-3,2,ompi,1.319836139678955,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-13,2,ompi,1.3466377258300781,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-6,2,ompi,1.3298897743225098,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-18,2,ompi,1.3353700637817383,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-2,2,ompi,1.3063302040100098,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-12,2,ompi,1.3624567985534668,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-8,2,ompi,1.330040454864502,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-17,2,ompi,1.3145792484283447,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-9,2,ompi,1.303694725036621,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-15,2,ompi,1.329317569732666,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-19,2,ompi,1.3465244770050049,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-5,2,ompi,1.3112564086914062,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-7,2,ompi,1.3410158157348633,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-14,2,ompi,1.3368639945983887,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-4,2,ompi,1.3494069576263428,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-0,2,ompi,1.3504388332366943,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-1,2,ompi,1.334794044494629,ring_usempi,112
kubernetes-8/ompi/size_2_ring_usempi/mpis-2-ring_usempi-10,2,ompi,1.3118975162506104,ring_usempi,112
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-5,8,ompi,1.7832093238830566,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-1,8,ompi,1.7715542316436768,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-12,8,ompi,1.7707359790802002,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-13,8,ompi,1.7475390434265137,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-10,8,ompi,1.7307424545288086,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-0,8,ompi,1.842824935913086,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-8,8,ompi,1.7397468090057373,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-19,8,ompi,1.7831575870513916,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-6,8,ompi,1.7460241317749023,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-2,8,ompi,1.7952313423156738,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-14,8,ompi,1.736036777496338,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-3,8,ompi,1.8029074668884277,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-11,8,ompi,1.752401351928711,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-16,8,ompi,1.771489143371582,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-15,8,ompi,1.7182796001434326,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-4,8,ompi,1.760852336883545,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-17,8,ompi,1.7869558334350586,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-18,8,ompi,1.8034932613372803,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-7,8,ompi,1.7725329399108887,ring_c,448
kubernetes-8/ompi/size_8_ring_c/mpis-8-ring_c-9,8,ompi,1.7773892879486084,ring_c,448
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-1,4,ompi,1.4664552211761475,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-2,4,ompi,1.4554831981658936,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-5,4,ompi,1.476191520690918,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-4,4,ompi,1.4529356956481934,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-3,4,ompi,1.4585773944854736,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-18,4,ompi,1.4720797538757324,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-10,4,ompi,1.45829176902771,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-9,4,ompi,1.4732942581176758,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-8,4,ompi,1.4798717498779297,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-19,4,ompi,1.4800729751586914,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-11,4,ompi,1.450098991394043,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-0,4,ompi,1.4760189056396484,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-16,4,ompi,1.4613652229309082,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-17,4,ompi,1.4702413082122803,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-12,4,ompi,1.4651005268096924,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-7,4,ompi,1.4349498748779297,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-14,4,ompi,1.430924654006958,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-15,4,ompi,1.4686329364776611,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-13,4,ompi,1.4685964584350586,ring_c,224
kubernetes-8/ompi/size_4_ring_c/mpis-4-ring_c-6,4,ompi,1.4673030376434326,ring_c,224
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-10,5,ompi,1.479499101638794,hello_usempi,280
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-15,5,ompi,1.5050225257873535,hello_usempi,280
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-9,5,ompi,1.4607133865356445,hello_usempi,280
kubernetes-8/ompi/size_5_hello_usempi/mpis-5-hello_usempi-16,5,ompi,1.4526703357696533,hello_usempi,280
