,minicluster_size,mpitype,runtime,analysis,ranks
kubernetes-8/mpich/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-11,5,mpich,0.48107242584228516,hello_usempi-noaff,280
kubernetes-8/mpich/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-7,5,mpich,0.4788053035736084,hello_usempi-noaff,280
kubernetes-8/mpich/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-4,5,mpich,0.4659261703491211,hello_usempi-noaff,280
kubernetes-8/mpich/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-14,5,mpich,0.48107385635375977,hello_usempi-noaff,280
kubernetes-8/mpich/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-12,5,mpich,0.4553103446960449,hello_usempi-noaff,280
kubernetes-8/mpich/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-10,5,mpich,0.475675106048584,hello_usempi-noaff,280
kubernetes-8/mpich/size_5_hello_usempi-noaff/mpis-5-hello_usempi-noaff-9,5,mpich,0.45872998237609863,hello_usempi-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-12,5,mpich,0.4210050106048584,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-2,5,mpich,0.4063374996185303,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-4,5,mpich,0.4317760467529297,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-0,5,mpich,0.4311330318450928,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-10,5,mpich,0.4816584587097168,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-14,5,mpich,0.4754142761230469,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-15,5,mpich,0.43259382247924805,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-17,5,mpich,0.4477965831756592,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-16,5,mpich,0.43519091606140137,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-6,5,mpich,0.4423551559448242,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-18,5,mpich,0.41403675079345703,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-8,5,mpich,0.4549574851989746,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-3,5,mpich,0.4212186336517334,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-7,5,mpich,0.4090578556060791,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-11,5,mpich,0.4339158535003662,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-13,5,mpich,0.459228515625,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-5,5,mpich,0.44902539253234863,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-9,5,mpich,0.4335758686065674,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-1,5,mpich,0.4541807174682617,hello_cxx-noaff,280
kubernetes-8/mpich/size_5_hello_cxx-noaff/mpis-5-hello_cxx-noaff-19,5,mpich,0.43817925453186035,hello_cxx-noaff,280
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-16,6,mpich,0.6229653358459473,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-13,6,mpich,0.8603107929229736,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-1,6,mpich,0.8375222682952881,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-15,6,mpich,0.6637487411499023,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-14,6,mpich,0.6320130825042725,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-17,6,mpich,0.6184508800506592,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-11,6,mpich,0.6447250843048096,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-7,6,mpich,0.6247873306274414,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-5,6,mpich,0.6217403411865234,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-12,6,mpich,0.5858414173126221,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-0,6,mpich,0.7051498889923096,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-19,6,mpich,0.501305103302002,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-4,6,mpich,0.5744686126708984,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-18,6,mpich,0.6070752143859863,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-10,6,mpich,0.6017882823944092,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-9,6,mpich,0.5621848106384277,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-6,6,mpich,0.5033490657806396,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-3,6,mpich,0.5847790241241455,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-2,6,mpich,0.5131416320800781,ring_usempi-noaff,336
kubernetes-8/mpich/size_6_ring_usempi-noaff/mpis-6-ring_usempi-noaff-8,6,mpich,0.4763674736022949,ring_usempi-noaff,336
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-17,8,mpich,1.8177380561828613,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-4,8,mpich,1.940713882446289,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-18,8,mpich,1.8015000820159912,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-2,8,mpich,1.9108929634094238,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-14,8,mpich,1.8021562099456787,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-10,8,mpich,1.9865317344665527,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-15,8,mpich,1.8860101699829102,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-7,8,mpich,1.8482470512390137,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-6,8,mpich,1.8041977882385254,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-1,8,mpich,1.8729050159454346,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-9,8,mpich,1.8618316650390625,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-12,8,mpich,1.8490912914276123,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-8,8,mpich,1.9001967906951904,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-13,8,mpich,1.8192291259765625,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-11,8,mpich,1.9080719947814941,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-16,8,mpich,1.8921728134155273,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-5,8,mpich,1.8394067287445068,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-19,8,mpich,1.8931210041046143,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-3,8,mpich,1.885972261428833,connectivity_c-noaff,448
kubernetes-8/mpich/size_8_connectivity_c-noaff/mpis-8-connectivity_c-noaff-0,8,mpich,1.8057987689971924,connectivity_c-noaff,448
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-9,2,mpich,0.5668396949768066,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-5,2,mpich,0.4270319938659668,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-13,2,mpich,0.6872882843017578,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-15,2,mpich,0.42574334144592285,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-10,2,mpich,0.48480963706970215,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-7,2,mpich,0.5103490352630615,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-8,2,mpich,0.5559132099151611,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-0,2,mpich,0.40273308753967285,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-6,2,mpich,0.5603971481323242,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-16,2,mpich,0.6108155250549316,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-1,2,mpich,0.5553181171417236,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-17,2,mpich,0.5574097633361816,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-11,2,mpich,0.47122812271118164,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-3,2,mpich,0.4663810729980469,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-2,2,mpich,0.5010650157928467,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-14,2,mpich,0.6021416187286377,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-12,2,mpich,0.47550415992736816,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-18,2,mpich,0.48076796531677246,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-19,2,mpich,0.47801828384399414,ring_c-noaff,112
kubernetes-8/mpich/size_2_ring_c-noaff/mpis-2-ring_c-noaff-4,2,mpich,0.5965094566345215,ring_c-noaff,112
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-19,1,mpich,0.30832815170288086,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-11,1,mpich,0.3829920291900635,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-6,1,mpich,0.29711365699768066,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-2,1,mpich,0.3757040500640869,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-4,1,mpich,0.30472683906555176,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-10,1,mpich,0.33992862701416016,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-0,1,mpich,0.37270307540893555,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-7,1,mpich,0.3425314426422119,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-3,1,mpich,0.37450408935546875,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-5,1,mpich,0.38285303115844727,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-18,1,mpich,0.30331993103027344,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-9,1,mpich,0.34990906715393066,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-17,1,mpich,0.41230273246765137,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-8,1,mpich,0.38498663902282715,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-14,1,mpich,0.38712000846862793,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-12,1,mpich,0.32260560989379883,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-16,1,mpich,0.26511406898498535,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-13,1,mpich,0.3458735942840576,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-15,1,mpich,0.3483011722564697,hello_c-noaff,56
kubernetes-8/mpich/size_1_hello_c-noaff/mpis-1-hello_c-noaff-1,1,mpich,0.3550686836242676,hello_c-noaff,56
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-14,3,mpich,0.22075605392456055,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-0,3,mpich,0.23182940483093262,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-12,3,mpich,0.20509696006774902,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-4,3,mpich,0.20168828964233398,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-6,3,mpich,0.22019314765930176,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-10,3,mpich,0.20769643783569336,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-18,3,mpich,0.21390676498413086,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-13,3,mpich,0.2173929214477539,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-3,3,mpich,0.21772003173828125,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-19,3,mpich,0.22388815879821777,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-11,3,mpich,0.20120930671691895,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-16,3,mpich,0.20750021934509277,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-1,3,mpich,0.2282257080078125,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-8,3,mpich,0.22201824188232422,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-15,3,mpich,0.22107362747192383,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-5,3,mpich,0.21652841567993164,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-7,3,mpich,0.22047805786132812,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-2,3,mpich,0.20925474166870117,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-17,3,mpich,0.2263033390045166,hello_cxx,168
kubernetes-8/mpich/size_3_hello_cxx/mpis-3-hello_cxx-9,3,mpich,0.22635245323181152,hello_cxx,168
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-16,2,mpich,0.5263655185699463,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-6,2,mpich,0.5887713432312012,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-10,2,mpich,0.5846872329711914,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-13,2,mpich,0.4235808849334717,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-8,2,mpich,0.5151388645172119,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-11,2,mpich,0.531041145324707,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-9,2,mpich,0.44782066345214844,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-0,2,mpich,0.4297475814819336,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-19,2,mpich,0.4795994758605957,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-4,2,mpich,0.7203803062438965,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-1,2,mpich,0.3924241065979004,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-18,2,mpich,0.5259041786193848,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-2,2,mpich,0.5235347747802734,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-3,2,mpich,0.5556035041809082,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-5,2,mpich,0.5658588409423828,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-14,2,mpich,0.4856274127960205,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-7,2,mpich,0.531099796295166,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-17,2,mpich,0.7648754119873047,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-12,2,mpich,0.4960200786590576,ring_usempi-noaff,112
kubernetes-8/mpich/size_2_ring_usempi-noaff/mpis-2-ring_usempi-noaff-15,2,mpich,0.557018518447876,ring_usempi-noaff,112
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-10,6,mpich,0.4712960720062256,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-3,6,mpich,0.44452428817749023,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-15,6,mpich,0.4372987747192383,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-11,6,mpich,0.47095513343811035,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-9,6,mpich,0.48160624504089355,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-19,6,mpich,0.4274754524230957,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-2,6,mpich,0.4671354293823242,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-18,6,mpich,0.47629761695861816,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-1,6,mpich,0.47687554359436035,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-8,6,mpich,0.44783568382263184,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-13,6,mpich,0.5135965347290039,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-7,6,mpich,0.4625997543334961,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-17,6,mpich,0.4499506950378418,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-16,6,mpich,0.4291367530822754,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-6,6,mpich,0.45522522926330566,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-12,6,mpich,0.4534459114074707,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-4,6,mpich,0.46056175231933594,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-0,6,mpich,0.4645497798919678,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-14,6,mpich,0.4379763603210449,hello_c-noaff,336
kubernetes-8/mpich/size_6_hello_c-noaff/mpis-6-hello_c-noaff-5,6,mpich,0.4344673156738281,hello_c-noaff,336
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-8,8,mpich,0.3095872402191162,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-19,8,mpich,0.3245980739593506,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-4,8,mpich,0.3235619068145752,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-0,8,mpich,0.3170769214630127,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-9,8,mpich,0.30673885345458984,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-16,8,mpich,0.304715633392334,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-18,8,mpich,0.3262979984283447,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-7,8,mpich,0.31937646865844727,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-14,8,mpich,0.31021595001220703,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-13,8,mpich,0.3423120975494385,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-3,8,mpich,0.33736276626586914,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-15,8,mpich,0.31353068351745605,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-6,8,mpich,0.3137991428375244,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-17,8,mpich,0.32088208198547363,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-2,8,mpich,0.3239142894744873,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-10,8,mpich,0.3314981460571289,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-5,8,mpich,0.32084083557128906,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-11,8,mpich,0.32126474380493164,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-12,8,mpich,0.3327670097351074,hello_usempi,448
kubernetes-8/mpich/size_8_hello_usempi/mpis-8-hello_usempi-1,8,mpich,0.3248872756958008,hello_usempi,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-15,8,mpich,0.30016493797302246,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-14,8,mpich,0.32373571395874023,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-17,8,mpich,0.31509947776794434,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-1,8,mpich,0.3109574317932129,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-6,8,mpich,0.3254587650299072,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-2,8,mpich,0.328402042388916,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-18,8,mpich,0.3102395534515381,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-13,8,mpich,0.307603120803833,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-3,8,mpich,0.31165122985839844,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-7,8,mpich,0.34474778175354004,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-11,8,mpich,0.3208775520324707,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-8,8,mpich,0.3372995853424072,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-16,8,mpich,0.30648183822631836,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-0,8,mpich,0.29798102378845215,hello_cxx,448
kubernetes-8/mpich/size_8_hello_cxx/mpis-8-hello_cxx-10,8,mpich,0.3218560218811035,hello_cxx,448
