,experiment,name,machine_type,increment,direction,iteration,seconds,key
1361,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,86.476,scale_down_12_to_11
1362,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,87.445,scale_down_11_to_10
1363,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,90.395,scale_down_10_to_9
1364,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,120.313,scale_down_9_to_8
1365,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,120.147,scale_down_8_to_7
1366,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,236.769,scale_down_7_to_6
1367,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,120.248,scale_down_6_to_5
1368,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,120.717,scale_down_5_to_4
1369,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,114.895,scale_down_4_to_3
1370,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,117.956,scale_down_3_to_2
1371,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,120.763,scale_down_2_to_1
1372,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-2,209.321,scale_down_1_to_0
1373,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,delete_cluster,scaling-2,211.461,delete_cluster
1374,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,create_cluster,scaling-3,284.468,create_cluster
1375,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,117.371,scale_down_32_to_31
1376,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,89.551,scale_down_31_to_30
1377,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,86.628,scale_down_30_to_29
1378,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,89.628,scale_down_29_to_28
1379,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,86.824,scale_down_28_to_27
1380,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,89.771,scale_down_27_to_26
1381,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,117.26,scale_down_26_to_25
1382,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,86.612,scale_down_25_to_24
1383,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,89.987,scale_down_24_to_23
1384,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,89.781,scale_down_23_to_22
1385,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,123.234,scale_down_22_to_21
1386,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,89.718,scale_down_21_to_20
1387,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,89.868,scale_down_20_to_19
1388,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,86.753,scale_down_19_to_18
1389,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,212.155,scale_down_18_to_17
1390,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,89.537,scale_down_17_to_16
1391,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,93.059,scale_down_16_to_15
1392,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,117.313,scale_down_15_to_14
1393,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,123.261,scale_down_14_to_13
1394,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,126.562,scale_down_13_to_12
1395,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,89.639,scale_down_12_to_11
1396,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,237.223,scale_down_11_to_10
1397,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,120.706,scale_down_10_to_9
1398,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,86.451,scale_down_9_to_8
1399,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,118.65,scale_down_8_to_7
1400,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,120.591,scale_down_7_to_6
1401,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,86.852,scale_down_6_to_5
1402,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,145.744,scale_down_5_to_4
1403,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,120.867,scale_down_4_to_3
1404,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,120.947,scale_down_3_to_2
1405,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,206.672,scale_down_2_to_1
1406,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-3,207.473,scale_down_1_to_0
1407,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,delete_cluster,scaling-3,215.656,delete_cluster
1408,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,create_cluster,scaling-4,284.696,create_cluster
1409,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-4,93.044,scale_down_32_to_31
1410,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-4,205.694,scale_down_31_to_30
1411,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-4,89.8,scale_down_30_to_29
1412,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-4,92.873,scale_down_29_to_28
1413,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-4,90.141,scale_down_28_to_27
1414,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-4,120.671,scale_down_27_to_26
1415,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-4,89.555,scale_down_26_to_25
1416,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-4,93.162,scale_down_25_to_24
1417,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-4,89.775,scale_down_24_to_23
1418,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,delete_cluster,scaling-4,212.375,delete_cluster
1419,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,create_cluster,scaling-0,276.166,create_cluster
1420,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,120.353,scale_down_32_to_31
1421,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,92.695,scale_down_31_to_30
1422,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,89.627,scale_down_30_to_29
1423,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,89.55,scale_down_29_to_28
1424,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,86.434,scale_down_28_to_27
1425,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,86.664,scale_down_27_to_26
1426,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,102.203,scale_down_26_to_25
1427,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,118.86,scale_down_25_to_24
1428,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,90.474,scale_down_24_to_23
1429,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,92.627,scale_down_23_to_22
1430,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,89.563,scale_down_22_to_21
1431,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,92.609,scale_down_21_to_20
1432,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,89.726,scale_down_20_to_19
1433,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,92.49,scale_down_19_to_18
1434,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,89.713,scale_down_18_to_17
1435,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,120.079,scale_down_17_to_16
1436,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,89.634,scale_down_16_to_15
1437,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,89.492,scale_down_15_to_14
1438,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,89.672,scale_down_14_to_13
1439,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,89.52,scale_down_13_to_12
1440,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,92.674,scale_down_12_to_11
1441,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,89.595,scale_down_11_to_10
1442,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,89.693,scale_down_10_to_9
1443,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,123.163,scale_down_9_to_8
1444,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,242.474,scale_down_8_to_7
1445,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,92.641,scale_down_7_to_6
1446,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,92.661,scale_down_6_to_5
1447,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,119.934,scale_down_5_to_4
1448,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,209.004,scale_down_4_to_3
1449,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,123.076,scale_down_3_to_2
1450,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,209.864,scale_down_2_to_1
1451,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,down,scaling-0,205.834,scale_down_1_to_0
1452,test-scale-down-1,c2d-flux-cluster,c2d-standard-16,1,delete_cluster,scaling-0,217.442,delete_cluster
1453,test-scale-down-1,flux-cluster,c2-standard-8,1,create_cluster,scaling-1,290.587,create_cluster
1454,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,147.435,scale_down_32_to_31
1455,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,92.839,scale_down_31_to_30
1456,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,89.494,scale_down_30_to_29
1457,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,211.886,scale_down_29_to_28
1458,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,205.592,scale_down_28_to_27
1459,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,123.258,scale_down_27_to_26
1460,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,83.48,scale_down_26_to_25
1461,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,89.841,scale_down_25_to_24
1462,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,89.593,scale_down_24_to_23
1463,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,92.744,scale_down_23_to_22
1464,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,126.452,scale_down_22_to_21
1465,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,120.093,scale_down_21_to_20
1466,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,123.229,scale_down_20_to_19
1467,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,89.29,scale_down_19_to_18
1468,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,92.52,scale_down_18_to_17
1469,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,89.541,scale_down_17_to_16
1470,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,89.365,scale_down_16_to_15
1471,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,123.172,scale_down_15_to_14
1472,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,89.505,scale_down_14_to_13
1473,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,120.023,scale_down_13_to_12
1474,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,92.648,scale_down_12_to_11
1475,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,89.458,scale_down_11_to_10
1476,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,86.42,scale_down_10_to_9
1477,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,120.138,scale_down_9_to_8
1478,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,92.734,scale_down_8_to_7
1479,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,120.352,scale_down_7_to_6
1480,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,150.783,scale_down_6_to_5
1481,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,120.219,scale_down_5_to_4
1482,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,117.174,scale_down_4_to_3
1483,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,126.414,scale_down_3_to_2
1484,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,208.841,scale_down_2_to_1
1485,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-1,205.82,scale_down_1_to_0
1486,test-scale-down-1,flux-cluster,c2-standard-8,1,delete_cluster,scaling-1,214.437,delete_cluster
1487,test-scale-down-1,flux-cluster,c2-standard-8,1,create_cluster,scaling-2,266.219,create_cluster
1488,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,89.668,scale_down_32_to_31
1489,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,150.732,scale_down_31_to_30
1490,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,92.9,scale_down_30_to_29
1491,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,89.536,scale_down_29_to_28
1492,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,89.548,scale_down_28_to_27
1493,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,86.566,scale_down_27_to_26
1494,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,92.553,scale_down_26_to_25
1495,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,89.725,scale_down_25_to_24
1496,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,49.797,scale_down_24_to_23
1497,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,89.628,scale_down_23_to_22
1498,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,92.678,scale_down_22_to_21
1499,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,92.688,scale_down_21_to_20
1500,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,89.711,scale_down_20_to_19
1501,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,120.298,scale_down_19_to_18
1502,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,120.131,scale_down_18_to_17
1503,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,92.515,scale_down_17_to_16
1504,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,89.466,scale_down_16_to_15
1505,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,120.19,scale_down_15_to_14
1506,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,86.542,scale_down_14_to_13
1507,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,86.771,scale_down_13_to_12
1508,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,119.967,scale_down_12_to_11
1509,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,92.502,scale_down_11_to_10
1510,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,208.793,scale_down_10_to_9
1511,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,49.879,scale_down_9_to_8
1512,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,86.623,scale_down_8_to_7
1513,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,120.409,scale_down_7_to_6
1514,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,120.245,scale_down_6_to_5
1515,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,123.139,scale_down_5_to_4
1516,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,89.585,scale_down_4_to_3
1517,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,218.212,scale_down_3_to_2
1518,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,209.012,scale_down_2_to_1
1519,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-2,212.19,scale_down_1_to_0
1520,test-scale-down-1,flux-cluster,c2-standard-8,1,delete_cluster,scaling-2,223.734,delete_cluster
1521,test-scale-down-1,flux-cluster,c2-standard-8,1,create_cluster,scaling-9,278.389,create_cluster
1522,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,89.828,scale_down_32_to_31
1523,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,92.668,scale_down_31_to_30
1524,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,89.88,scale_down_30_to_29
1525,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,89.674,scale_down_29_to_28
1526,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,92.867,scale_down_28_to_27
1527,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,89.624,scale_down_27_to_26
1528,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,89.777,scale_down_26_to_25
1529,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,96.217,scale_down_25_to_24
1530,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,89.675,scale_down_24_to_23
1531,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,123.503,scale_down_23_to_22
1532,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,120.577,scale_down_22_to_21
1533,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,90.077,scale_down_21_to_20
1534,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,121.091,scale_down_20_to_19
1535,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,89.843,scale_down_19_to_18
1536,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,90.073,scale_down_18_to_17
1537,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,87.482,scale_down_17_to_16
1538,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,90.198,scale_down_16_to_15
1539,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,92.472,scale_down_15_to_14
1540,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,89.935,scale_down_14_to_13
1541,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,90.33,scale_down_13_to_12
1542,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,120.614,scale_down_12_to_11
1543,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,92.905,scale_down_11_to_10
1544,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,89.465,scale_down_10_to_9
1545,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,89.797,scale_down_9_to_8
1546,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,86.642,scale_down_8_to_7
1547,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,237.162,scale_down_7_to_6
1548,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,93.088,scale_down_6_to_5
1549,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,117.96,scale_down_5_to_4
1550,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,206.961,scale_down_4_to_3
1551,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,210.665,scale_down_3_to_2
1552,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,207.903,scale_down_2_to_1
1553,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-9,208.904,scale_down_1_to_0
1554,test-scale-down-1,flux-cluster,c2-standard-8,1,delete_cluster,scaling-9,217.876,delete_cluster
1555,test-scale-down-1,flux-cluster,c2-standard-8,1,create_cluster,scaling-3,275.278,create_cluster
1556,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,86.546,scale_down_32_to_31
1557,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,92.983,scale_down_31_to_30
1558,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.649,scale_down_30_to_29
1559,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.459,scale_down_29_to_28
1560,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,92.911,scale_down_28_to_27
1561,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.552,scale_down_27_to_26
1562,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,86.477,scale_down_26_to_25
1563,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.65,scale_down_25_to_24
1564,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,101.9,scale_down_24_to_23
1565,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,92.654,scale_down_23_to_22
1566,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,123.466,scale_down_22_to_21
1567,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,92.715,scale_down_21_to_20
1568,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.536,scale_down_20_to_19
1569,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,92.678,scale_down_19_to_18
1570,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,92.739,scale_down_18_to_17
1571,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,105.106,scale_down_17_to_16
1572,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.714,scale_down_16_to_15
1573,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,95.772,scale_down_15_to_14
1574,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.62,scale_down_14_to_13
1575,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,92.755,scale_down_13_to_12
1576,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.512,scale_down_12_to_11
1577,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.587,scale_down_11_to_10
1578,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,117.371,scale_down_10_to_9
1579,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.499,scale_down_9_to_8
1580,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,86.909,scale_down_8_to_7
1581,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.578,scale_down_7_to_6
1582,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,117.082,scale_down_6_to_5
1583,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,89.798,scale_down_5_to_4
1584,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,208.998,scale_down_4_to_3
1585,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,117.117,scale_down_3_to_2
1586,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,211.899,scale_down_2_to_1
1587,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-3,206.014,scale_down_1_to_0
1588,test-scale-down-1,flux-cluster,c2-standard-8,1,delete_cluster,scaling-3,211.41,delete_cluster
1589,test-scale-down-1,flux-cluster,c2-standard-8,1,create_cluster,scaling-5,265.999,create_cluster
1590,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,89.475,scale_down_32_to_31
1591,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,92.58,scale_down_31_to_30
1592,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,120.057,scale_down_30_to_29
1593,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,92.764,scale_down_29_to_28
1594,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,92.733,scale_down_28_to_27
1595,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,92.524,scale_down_27_to_26
1596,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,89.551,scale_down_26_to_25
1597,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,92.462,scale_down_25_to_24
1598,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,89.594,scale_down_24_to_23
1599,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,89.612,scale_down_23_to_22
1600,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,92.729,scale_down_22_to_21
1601,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,95.748,scale_down_21_to_20
1602,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,95.589,scale_down_20_to_19
1603,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,89.656,scale_down_19_to_18
1604,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,92.598,scale_down_18_to_17
1605,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,98.567,scale_down_17_to_16
1606,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,92.744,scale_down_16_to_15
1607,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,120.359,scale_down_15_to_14
1608,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,89.477,scale_down_14_to_13
1609,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,89.597,scale_down_13_to_12
1610,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,89.552,scale_down_12_to_11
1611,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,89.793,scale_down_11_to_10
1612,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,89.68,scale_down_10_to_9
1613,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,89.58,scale_down_9_to_8
1614,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,86.462,scale_down_8_to_7
1615,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,123.194,scale_down_7_to_6
1616,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,208.865,scale_down_6_to_5
1617,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,120.044,scale_down_5_to_4
1618,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,116.974,scale_down_4_to_3
1619,test-scale-down-1,flux-cluster,c2-standard-8,1,down,scaling-5,120.057,scale_down_3_to_2
