0.000,1.325,1.409,1.016,1.439,1.011,1.387,1.015,1.546,1.032,1.435,1.037,1.427,1.036,1.442,1.036
1.381,0.000,1.422,1.119,3.877,1.093,1.378,1.127,1.564,1.122,1.495,1.114,1.414,1.092,1.445,1.104
1.557,1.450,0.000,1.301,1.562,1.043,1.494,1.116,1.474,1.044,1.415,1.580,1.429,1.790,1.494,1.039
1.569,1.468,1.388,0.000,1.435,1.097,1.395,1.091,1.427,1.080,1.460,1.076,1.445,1.082,1.448,1.085
1.532,1.448,1.634,1.439,0.000,1.352,1.380,1.059,1.413,1.027,1.454,1.070,1.421,1.074,1.421,1.069
1.657,1.548,1.749,1.534,1.405,0.000,1.389,1.093,1.443,1.079,1.419,2.434,1.436,1.077,1.426,1.069
1.516,1.390,1.580,1.387,1.546,1.385,0.000,1.303,1.426,1.031,1.446,3.054,1.422,1.105,1.462,1.060
1.529,1.403,1.573,1.413,1.518,1.419,1.318,0.000,1.421,1.047,1.460,1.064,1.432,1.087,1.456,1.072
1.584,1.431,1.620,1.426,1.520,1.431,1.552,1.429,0.000,1.391,1.460,1.035,1.404,1.048,1.439,1.061
1.568,1.411,1.581,1.414,1.541,1.386,1.530,1.420,1.323,0.000,1.426,1.035,1.406,1.042,1.465,1.070
1.594,1.484,1.669,1.472,1.595,1.450,1.563,1.423,1.584,1.433,0.000,4.090,1.388,1.033,1.466,1.071
1.595,1.415,1.558,1.422,1.559,1.407,1.545,1.405,1.553,1.407,1.345,0.000,1.401,1.060,1.654,1.064
1.513,1.403,1.603,1.407,1.538,1.408,1.570,1.402,1.529,1.391,1.527,1.397,0.000,1.319,1.440,1.053
1.583,1.440,1.674,1.448,1.582,1.475,1.605,1.466,1.575,1.449,1.522,1.995,1.320,0.000,1.425,1.042
1.580,1.405,1.565,1.459,1.524,1.433,1.588,1.404,1.571,1.454,1.512,5.012,1.591,1.422,0.000,1.346
1.591,1.401,1.644,1.414,1.562,1.399,1.588,1.418,1.575,1.398,1.524,1.396,1.577,1.389,1.495,0.000
