0.000,83.340,86.255,81.944,85.625,85.042,77.404,70.977,94.902,66.722,83.429,74.291,92.566,94.407,65.735,87.036,92.297,81.357,94.074,95.402,87.597,80.760,84.543,84.281,79.782,70.442,73.388,89.437,81.260,77.321,78.743,63.375,80.850,92.978,81.511,90.775,88.713,72.182,103.405,82.866,75.619,78.710,72.126,91.152,78.512,84.095,66.590,94.456,93.245,95.648,78.182,68.418,95.215,81.095,67.511,65.997,76.570,88.566,79.367,88.467,87.942,86.517,95.840,95.573
79.919,0.000,80.207,69.759,68.742,60.521,71.548,77.654,86.447,87.928,73.206,62.060,65.919,76.670,82.429,73.554,81.767,68.622,79.819,68.498,60.057,59.874,82.609,62.907,87.518,81.980,76.863,71.070,63.489,66.190,51.848,64.256,84.311,79.782,61.585,79.726,85.959,64.439,88.654,75.281,72.919,63.087,73.218,72.408,67.584,81.875,41.673,80.757,87.661,82.927,74.583,58.160,82.221,53.412,79.488,65.279,60.765,74.814,61.502,81.767,72.091,70.883,68.221,88.268
86.846,80.109,0.000,94.155,100.971,82.567,80.449,92.253,66.223,67.773,86.906,78.601,86.966,76.055,85.415,80.077,88.328,75.566,90.073,94.208,73.947,92.352,90.496,67.509,67.236,84.506,72.863,73.816,73.407,78.629,68.050,66.923,77.063,92.183,78.241,86.974,80.774,91.155,68.818,87.635,78.104,80.886,78.237,84.720,87.876,88.450,82.390,66.076,98.430,83.055,87.788,77.269,93.573,68.735,60.191,80.496,78.293,85.544,88.109,75.147,82.004,70.247,90.718,94.199
80.542,70.456,90.692,0.000,99.744,92.749,77.260,73.742,93.385,97.067,89.176,74.292,91.395,80.625,77.607,73.383,69.182,70.170,95.207,94.979,84.577,90.813,99.589,58.655,77.983,95.786,82.024,77.645,65.151,76.526,71.907,84.977,96.449,93.270,92.661,80.525,95.004,97.303,82.929,86.464,93.081,76.687,61.903,77.567,64.571,96.807,87.024,66.718,83.036,80.188,96.581,59.558,77.250,72.855,78.873,77.223,78.631,74.023,79.156,87.530,78.800,59.436,81.769,81.262
83.090,68.667,101.246,99.430,0.000,90.412,72.395,83.820,97.766,101.898,97.810,89.042,106.303,82.451,105.122,94.778,91.056,88.221,83.932,73.663,66.431,80.263,95.702,89.673,96.893,101.042,99.676,79.997,104.548,90.192,84.804,95.553,101.204,97.175,80.825,105.559,90.457,108.503,94.402,75.000,94.437,78.493,79.640,103.202,103.986,106.899,95.329,84.742,83.510,106.435,84.511,84.730,65.987,99.892,91.822,81.043,77.556,53.742,67.057,92.059,103.201,88.032,103.104,106.820
83.410,59.096,81.713,90.388,86.784,0.000,75.496,90.694,82.950,93.279,76.205,65.010,86.797,81.030,85.197,78.125,81.298,78.147,82.282,65.645,64.090,88.154,86.494,80.033,87.136,94.706,79.188,84.532,72.077,79.795,72.949,68.468,70.616,94.683,86.943,76.101,66.032,83.981,95.584,89.814,82.161,67.227,70.042,75.088,84.600,71.338,59.354,75.129,89.469,89.852,77.248,64.615,79.866,55.373,81.529,77.065,77.660,81.232,84.864,84.972,86.665,79.884,69.713,97.059
76.730,73.733,78.777,78.432,73.968,78.070,0.000,82.059,79.016,101.998,77.731,68.389,65.448,64.939,92.296,70.219,76.171,87.788,88.283,96.001,82.519,88.740,91.670,69.113,93.625,88.836,67.406,90.012,91.293,88.349,68.726,83.129,95.395,67.882,90.602,71.274,80.417,69.048,89.165,72.478,83.250,85.091,81.468,92.403,90.781,91.819,68.024,77.777,102.647,82.456,80.387,80.272,79.296,81.848,88.184,72.527,89.124,109.458,73.513,87.796,92.164,73.565,92.595,82.228
71.505,77.017,92.219,76.420,84.674,88.606,80.986,0.000,81.710,74.780,75.965,80.261,72.490,80.723,69.367,85.001,93.149,79.489,70.693,98.164,74.149,87.365,77.365,70.829,79.567,77.443,86.380,78.559,86.512,63.583,81.177,71.752,87.659,70.463,76.882,64.625,75.212,90.373,63.286,65.309,75.862,65.983,88.851,80.625,92.697,89.692,70.706,69.354,70.426,78.697,77.018,83.970,75.531,86.073,79.522,76.747,74.644,82.309,76.045,73.567,89.019,65.653,67.830,79.445
93.888,87.745,65.422,92.623,99.495,81.722,77.898,78.509,0.000,97.318,87.472,68.569,84.058,74.321,65.290,86.565,90.925,87.372,75.353,79.678,65.961,77.851,79.460,72.303,73.710,74.709,61.080,89.422,88.889,67.041,84.252,71.052,79.154,81.035,62.563,82.928,87.518,66.408,83.631,84.239,86.904,73.398,61.636,90.270,96.878,79.037,72.485,80.567,69.790,92.362,93.164,84.814,89.089,66.878,89.471,85.625,76.431,98.225,85.209,67.167,75.772,72.945,91.292,96.959
68.058,88.879,67.222,98.886,103.844,90.616,101.011,75.583,99.175,0.000,90.956,87.119,103.263,64.461,68.653,71.142,78.396,77.557,100.294,82.055,84.340,92.661,96.514,61.114,98.380,87.196,80.837,72.327,67.755,89.831,89.680,96.322,97.642,99.780,85.014,87.857,89.811,95.316,85.613,85.638,94.378,87.665,87.020,87.901,81.925,77.313,88.058,83.533,64.841,99.280,96.727,85.274,95.580,87.113,83.400,64.944,77.528,67.575,67.896,81.820,96.025,83.333,78.937,84.653
83.482,71.844,87.877,87.725,94.899,78.643,75.063,76.508,85.432,87.958,0.000,74.143,81.776,67.909,92.012,82.757,82.023,78.873,68.356,79.055,67.770,86.693,85.377,66.361,74.264,85.841,74.677,77.421,85.660,64.886,71.831,81.857,91.426,76.514,88.000,93.791,84.925,84.949,81.119,62.426,73.543,85.095,71.467,93.423,83.851,77.397,64.319,88.591,82.048,80.618,91.854,62.920,77.584,70.548,77.696,73.493,83.965,98.995,65.783,80.679,74.185,72.604,75.222,82.229
