0.000,71.348,84.358,63.877,87.789,63.029,80.971,90.947,96.845,71.430,85.280,83.549,72.490,65.048,87.509,70.828
70.926,0.000,73.158,87.374,72.617,59.299,71.893,65.922,78.532,60.661,88.626,87.280,84.288,64.262,81.940,60.494
86.535,72.299,0.000,82.769,75.967,78.342,73.991,90.666,80.750,67.749,96.976,82.103,74.633,77.005,85.081,65.245
67.612,89.326,80.903,0.000,83.654,75.331,53.236,84.262,97.796,68.863,80.580,91.963,76.264,75.581,91.963,75.708
86.134,72.786,71.521,81.502,0.000,87.032,80.010,89.033,95.484,63.839,91.544,90.040,90.962,86.100,69.584,93.552
66.206,61.434,77.201,75.033,86.923,0.000,74.687,81.763,95.351,62.517,76.463,90.134,71.993,71.248,98.887,71.659
84.103,72.097,71.787,53.235,79.935,73.917,0.000,68.397,97.456,61.523,62.816,77.554,83.593,72.837,99.541,72.467
92.276,64.833,89.915,83.872,90.436,81.116,67.637,0.000,92.048,80.553,92.279,86.495,91.233,71.224,81.783,74.997
96.148,78.029,78.846,96.914,95.188,97.206,94.216,91.865,0.000,81.768,84.313,97.414,76.739,83.190,74.821,79.897
73.280,60.945,66.981,68.412,66.467,62.422,60.552,76.565,83.878,0.000,72.912,69.214,64.159,62.688,84.724,72.583
86.207,85.390,98.112,81.254,89.254,75.733,62.079,90.632,84.465,72.858,0.000,73.367,89.933,87.480,102.480,78.798
83.399,84.344,84.215,96.217,91.070,92.072,75.800,86.257,96.074,68.276,73.409,0.000,78.040,67.823,69.635,90.190
71.167,82.371,73.555,77.757,91.032,71.449,83.059,91.415,77.470,58.827,89.606,75.702,0.000,57.225,81.301,86.405
68.346,63.355,75.940,78.825,83.135,74.343,75.227,72.495,82.982,62.660,85.855,66.964,58.002,0.000,82.951,55.661
92.277,80.964,85.259,90.685,74.163,102.166,98.654,81.942,74.729,84.848,102.224,69.141,83.451,84.098,0.000,84.400
71.726,61.365,65.991,75.513,93.118,73.138,71.025,78.208,78.286,72.421,76.258,89.056,87.190,55.035,85.628,0.000
