0.000,6.746,6.544,6.605,10.299,10.461,10.523,10.766,11.093,10.054,10.373,10.575,11.275,10.160,10.623,10.591,10.538,10.495,10.320,10.485,10.652,11.104,10.635,11.157,11.362,10.488,10.420,10.724,14.638,14.843,14.339,14.576,14.531,14.628,14.525,14.497,14.802,15.007,15.127,14.873,14.735,14.903,14.957,14.808,14.383,14.826,14.723,14.156,14.451,14.780,14.387,14.292,14.716,14.895,15.037,14.398
6.711,0.000,6.032,6.221,9.983,9.889,10.062,10.371,10.503,9.405,9.874,9.882,10.685,9.352,10.075,10.072,10.011,10.025,9.901,10.079,9.979,10.428,10.156,10.744,10.805,10.004,10.308,10.187,13.848,14.098,14.057,14.184,14.204,14.215,14.088,14.154,14.189,14.450,14.515,14.358,14.485,14.506,14.329,14.382,13.895,14.017,13.908,13.681,13.757,13.922,13.835,14.146,14.313,14.031,14.539,14.787
6.546,6.049,0.000,6.172,10.603,10.719,10.816,10.998,11.141,10.470,10.803,10.584,11.359,10.449,10.723,10.711,10.650,10.585,10.612,10.578,10.677,11.246,10.888,11.474,11.668,11.078,10.812,10.801,14.075,14.236,14.310,13.918,13.998,14.000,14.398,13.945,14.252,14.530,14.056,14.465,14.247,14.402,14.407,14.143,13.692,14.128,13.990,13.709,13.961,14.118,14.330,14.228,14.144,14.109,14.277,14.408
6.724,6.185,6.028,0.000,10.046,10.160,10.207,10.471,10.445,9.869,9.896,9.675,10.924,9.935,9.989,9.582,9.999,10.024,10.255,10.027,10.224,10.407,10.269,10.664,11.050,10.146,10.304,10.105,14.191,14.448,14.144,13.953,14.390,14.020,14.365,14.236,14.383,14.403,14.479,14.357,14.568,14.185,14.403,14.292,14.379,13.971,13.811,13.599,14.274,14.115,13.946,13.840,14.418,14.729,14.311,14.037
10.393,10.372,11.017,10.321,0.000,6.583,6.536,6.529,11.359,10.775,10.819,10.377,11.641,10.545,11.166,10.621,10.714,10.740,10.792,10.905,10.734,11.260,10.865,11.492,11.704,10.821,11.050,11.426,14.523,14.751,14.277,14.908,14.738,14.461,14.699,14.708,14.441,15.008,14.682,14.893,14.552,14.702,15.005,14.626,14.465,14.272,14.696,14.557,14.597,14.239,14.310,14.602,14.217,14.860,14.719,14.646
10.363,10.165,10.930,10.345,6.582,0.000,6.292,6.326,11.034,10.457,10.760,10.287,11.187,10.116,10.711,10.706,10.451,10.482,10.445,10.623,10.719,11.056,10.727,11.256,11.504,10.628,10.820,10.834,14.422,14.280,14.275,14.720,14.363,14.318,14.416,14.720,14.675,14.396,14.547,14.587,14.266,14.470,14.577,14.722,14.286,14.028,14.068,14.547,14.119,14.183,14.109,14.537,14.390,14.406,14.492,14.683
10.133,10.095,10.855,10.210,6.411,6.376,0.000,6.080,10.984,10.351,10.053,10.079,11.287,10.416,10.358,10.070,10.308,10.331,10.225,10.250,10.468,10.831,10.606,10.951,11.260,10.547,10.566,10.639,14.111,14.119,14.214,14.016,13.904,14.225,14.111,14.000,14.398,14.470,14.563,14.256,14.189,14.420,14.124,14.253,13.813,14.162,14.170,13.801,13.858,14.294,13.907,13.859,14.204,14.490,14.583,14.179
10.369,10.272,10.960,10.389,6.541,6.533,6.032,0.000,10.905,10.627,10.548,10.084,11.174,10.510,10.634,10.208,10.437,10.573,10.302,10.460,10.358,10.929,10.759,11.128,11.273,10.662,10.556,10.580,13.977,14.465,14.432,14.037,14.054,14.436,14.241,14.168,14.161,14.643,14.637,14.399,14.306,14.552,14.341,14.513,13.998,14.146,14.322,13.849,13.789,14.561,14.121,13.863,14.394,14.684,14.586,14.206
10.947,10.599,11.206,10.569,11.192,11.091,11.175,11.026,0.000,6.677,6.252,6.343,11.832,10.486,10.946,10.882,10.976,11.045,10.854,10.939,11.087,11.612,11.150,11.695,11.902,11.127,10.928,10.932,14.508,14.281,14.302,14.503,14.518,14.420,14.118,14.442,14.378,14.537,14.983,14.534,14.622,14.709,14.907,15.026,14.251,14.146,14.360,14.411,14.302,14.451,14.020,14.231,14.743,15.056,14.492,14.217
10.215,9.857,10.811,10.251,10.601,10.505,10.529,10.818,6.573,0.000,6.340,6.387,10.767,9.895,10.617,10.252,10.512,10.617,10.453,10.572,10.584,10.851,10.700,11.185,11.209,10.485,10.621,10.444,14.423,14.441,14.579,14.694,14.506,14.165,14.291,14.744,14.714,14.492,14.640,14.783,14.750,14.437,14.565,14.880,14.321,14.138,14.281,14.589,14.562,14.110,14.269,14.680,14.731,14.429,14.606,14.954
