,stage,type,time
766,shutdown->finalize,leader,0.0661833
767,goodbye->exit,leader,2.147e-05
768,none->join,leader,0.00027405
769,join->init,leader,2.4500000000000003e-05
770,init->quorum,leader,0.264488
771,quorum->run,leader,3.38486
772,run->cleanup,leader,246.5046
773,cleanup->shutdown,leader,0.243349
774,shutdown->finalize,leader,0.0642199
775,goodbye->exit,leader,2.132e-05
776,none->join,leader,0.00025993
777,join->init,leader,2.333e-05
778,init->quorum,leader,0.259913
779,quorum->run,leader,9.11274
780,run->cleanup,leader,243.62939999999998
781,cleanup->shutdown,leader,0.245812
782,shutdown->finalize,leader,0.0695291
783,goodbye->exit,leader,2.519e-05
784,none->join,leader,0.00028135
785,join->init,leader,2.353e-05
786,init->quorum,leader,0.268537
787,quorum->run,leader,4.70315
788,run->cleanup,leader,237.9096
789,cleanup->shutdown,leader,0.243816
790,shutdown->finalize,leader,0.0640337
791,goodbye->exit,leader,2.041e-05
792,none->join,leader,0.00026189000000000003
793,join->init,leader,2.429e-05
794,init->quorum,leader,0.265258
795,quorum->run,leader,6.84588
796,run->cleanup,leader,242.445
797,cleanup->shutdown,leader,0.244658
798,shutdown->finalize,leader,0.06625629999999999
799,goodbye->exit,leader,2.1989999999999998e-05
800,none->join,leader,0.00026635
801,join->init,leader,2.588e-05
802,init->quorum,leader,0.261224
803,quorum->run,leader,12.8277
804,run->cleanup,leader,242.04599999999996
805,cleanup->shutdown,leader,0.246255
806,shutdown->finalize,leader,0.06472320000000001
807,goodbye->exit,leader,3.086e-05
808,none->join,leader,0.00025735000000000005
809,join->init,leader,2.23e-05
810,init->quorum,leader,0.260592
811,quorum->run,leader,5.18452
812,run->cleanup,leader,244.83180000000002
813,cleanup->shutdown,leader,0.24336
814,shutdown->finalize,leader,0.0743574
815,goodbye->exit,leader,3.063e-05
816,none->join,leader,0.00027644000000000003
817,join->init,leader,3.095e-05
818,init->quorum,leader,0.274758
819,quorum->run,leader,9.72045
820,run->cleanup,leader,249.78540000000004
821,cleanup->shutdown,leader,0.248745
822,shutdown->finalize,leader,0.0720824
823,goodbye->exit,leader,2.187e-05
824,none->join,leader,0.00024992
825,join->init,leader,2.254e-05
826,init->quorum,leader,0.257455
827,quorum->run,leader,31.7053
828,run->cleanup,leader,240.5364
829,cleanup->shutdown,leader,0.244567
830,shutdown->finalize,leader,0.06958450000000001
831,goodbye->exit,leader,2.109e-05
832,none->join,leader,0.00027448
833,join->init,leader,2.44e-05
834,init->quorum,leader,0.259293
835,quorum->run,leader,2.39503
836,run->cleanup,leader,237.3654
837,cleanup->shutdown,leader,0.244946
838,shutdown->finalize,leader,0.0664029
839,goodbye->exit,leader,2.166e-05
840,none->join,leader,0.00026806000000000003
841,join->init,leader,2.3409e-05
842,init->quorum,leader,0.269699
843,quorum->run,leader,5.25088
844,run->cleanup,leader,241.56900000000002
845,cleanup->shutdown,leader,0.244961
846,shutdown->finalize,leader,0.0649059
847,goodbye->exit,leader,2.514e-05
848,none->join,leader,0.00028902
849,join->init,leader,2.537e-05
850,init->quorum,leader,0.268386
851,quorum->run,leader,3.60855
852,run->cleanup,leader,239.1258
853,cleanup->shutdown,leader,0.250044
854,shutdown->finalize,leader,0.0679718
855,goodbye->exit,leader,2.6960000000000003e-05
856,none->join,leader,0.00024856
857,join->init,leader,3.748e-05
858,init->quorum,leader,0.260108
859,quorum->run,leader,8.72826
860,run->cleanup,leader,236.145
861,cleanup->shutdown,leader,0.253955
862,shutdown->finalize,leader,0.0656975
863,goodbye->exit,leader,3.203e-05
864,none->join,leader,0.00030575000000000003
865,join->init,leader,2.5260000000000002e-05
866,init->quorum,leader,0.269164
867,quorum->run,leader,32.1685
868,run->cleanup,leader,244.20120000000003
869,cleanup->shutdown,leader,0.255339
870,shutdown->finalize,leader,0.06567310000000001
871,goodbye->exit,leader,3.803e-05
872,none->join,leader,0.00025788
873,join->init,leader,2.48e-05
874,init->quorum,leader,0.266469
875,quorum->run,leader,7.02101
876,run->cleanup,leader,241.93319999999997
877,cleanup->shutdown,leader,0.244261
878,shutdown->finalize,leader,0.06599509999999999
879,goodbye->exit,leader,2.7531e-05
880,none->join,leader,0.00025557
881,join->init,leader,2.4619999999999998e-05
882,init->quorum,leader,0.26586
883,quorum->run,leader,6.5836
884,run->cleanup,leader,232.4904
885,cleanup->shutdown,leader,0.245011
886,shutdown->finalize,leader,0.0689976
887,goodbye->exit,leader,2.2360000000000003e-05
888,none->join,leader,0.000254749
889,join->init,leader,2.3671e-05
890,init->quorum,leader,0.269346
891,quorum->run,leader,8.39883
892,run->cleanup,leader,247.3596
893,cleanup->shutdown,leader,0.246799
894,shutdown->finalize,leader,0.0655811
895,goodbye->exit,leader,2.144e-05
896,none->join,leader,0.00025434000000000003
897,join->init,leader,2.381e-05
898,init->quorum,leader,0.257012
899,quorum->run,leader,9.83726
900,run->cleanup,leader,234.66299999999998
901,cleanup->shutdown,leader,0.246371
902,shutdown->finalize,leader,0.0660348
903,goodbye->exit,leader,2.1028999999999998e-05
904,none->join,leader,0.0002565
905,join->init,leader,3.655e-05
906,init->quorum,leader,0.26224
907,quorum->run,leader,11.7674
908,run->cleanup,leader,238.0344
909,cleanup->shutdown,leader,0.246042
910,shutdown->finalize,leader,0.06666580000000001
911,goodbye->exit,leader,2.11e-05
912,none->join,leader,0.000261969
913,join->init,leader,2.434e-05
914,init->quorum,leader,0.254693
915,quorum->run,leader,3.58939
916,run->cleanup,leader,246.34080000000003
917,cleanup->shutdown,leader,0.244469
918,shutdown->finalize,leader,0.06499200000000001
919,goodbye->exit,leader,2.272e-05
920,none->join,leader,0.00027246999999999997
921,join->init,leader,2.309e-05
922,init->quorum,leader,0.262136
923,quorum->run,leader,3.47592
924,run->cleanup,leader,239.39339999999999
925,cleanup->shutdown,leader,0.245161
926,shutdown->finalize,leader,0.0691036
927,goodbye->exit,leader,2.2179999999999998e-05
928,none->join,leader,0.0002608
929,join->init,leader,2.3619999999999997e-05
930,init->quorum,leader,0.258893
931,quorum->run,leader,3.85878
932,run->cleanup,leader,243.675
933,cleanup->shutdown,leader,0.247698
934,shutdown->finalize,leader,0.06588200000000001
935,goodbye->exit,leader,2.171e-05
936,none->join,leader,0.00027213
937,join->init,leader,2.4789999999999998e-05
938,init->quorum,leader,0.261397
939,quorum->run,leader,5.65615
940,run->cleanup,leader,239.48219999999998
941,cleanup->shutdown,leader,0.246239
942,shutdown->finalize,leader,0.067055
943,goodbye->exit,leader,3.131e-05
944,none->join,leader,0.00026965
945,join->init,leader,2.403e-05
946,init->quorum,leader,0.261912
947,quorum->run,leader,31.6038
948,run->cleanup,leader,253.27859999999998
949,cleanup->shutdown,leader,0.249956
950,shutdown->finalize,leader,0.06912739999999999
951,goodbye->exit,leader,2.183e-05
952,none->join,leader,0.00025665
953,join->init,leader,2.454e-05
954,init->quorum,leader,0.264609
955,quorum->run,leader,4.71441
956,run->cleanup,leader,239.2692
957,cleanup->shutdown,leader,0.243159
958,shutdown->finalize,leader,0.065788
959,goodbye->exit,leader,3.363e-05
960,none->join,leader,0.000246071
961,join->init,leader,2.508e-05
962,init->quorum,leader,0.260136
963,quorum->run,leader,4.33105
964,run->cleanup,leader,240.7326
965,cleanup->shutdown,leader,0.245544
966,shutdown->finalize,leader,0.06752899999999999
967,goodbye->exit,leader,2.118e-05
968,none->join,leader,0.00026124000000000004
969,join->init,leader,2.5909999999999998e-05
970,init->quorum,leader,0.272786
971,quorum->run,leader,5.50768
972,run->cleanup,leader,244.5906
973,cleanup->shutdown,leader,0.247015
974,shutdown->finalize,leader,0.06582829999999999
975,goodbye->exit,leader,2.1949e-05
976,none->join,leader,0.00025346
977,join->init,leader,2.404e-05
978,init->quorum,leader,0.260425
979,quorum->run,leader,7.24854
980,run->cleanup,leader,244.344
981,cleanup->shutdown,leader,0.24409
982,shutdown->finalize,leader,0.0667726
983,goodbye->exit,leader,2.336e-05
984,none->join,leader,0.00026985999999999997
985,join->init,leader,2.465e-05
986,init->quorum,leader,0.272352
987,quorum->run,leader,6.77708
988,run->cleanup,leader,240.40019999999998
989,cleanup->shutdown,leader,0.244871
990,shutdown->finalize,leader,0.067521
991,goodbye->exit,leader,2.177e-05
992,none->join,leader,0.00027988000000000004
993,join->init,leader,2.472e-05
994,init->quorum,leader,0.266584
995,quorum->run,leader,5.96289
996,run->cleanup,leader,237.8328
997,cleanup->shutdown,leader,0.246565
998,shutdown->finalize,leader,0.06551309999999999
999,goodbye->exit,leader,2.1760000000000002e-05
1000,none->join,leader,0.00025932
1001,join->init,leader,2.436e-05
1002,init->quorum,leader,0.263087
1003,quorum->run,leader,11.3417
1004,run->cleanup,leader,243.036
1005,cleanup->shutdown,leader,0.24471
1006,shutdown->finalize,leader,0.0677969
1007,goodbye->exit,leader,2.1989999999999998e-05
1008,none->join,leader,0.00026762000000000004
1009,join->init,leader,2.465e-05
1010,init->quorum,leader,0.270717
1011,quorum->run,leader,4.69507
1012,run->cleanup,leader,245.15460000000002
1013,cleanup->shutdown,leader,0.249649
1014,shutdown->finalize,leader,0.0665245
1015,goodbye->exit,leader,2.116e-05
1016,none->join,leader,0.000254509
1017,join->init,leader,2.4948999999999998e-05
1018,init->quorum,leader,0.263359
1019,quorum->run,leader,7.88702
1020,run->cleanup,leader,244.5594
1021,cleanup->shutdown,leader,0.247966
1022,shutdown->finalize,leader,0.06747750000000001
1023,goodbye->exit,leader,2.283e-05
1024,none->join,leader,0.00025487999999999997
1025,join->init,leader,2.291e-05
1026,init->quorum,leader,0.266448
1027,quorum->run,leader,3.72442
1028,run->cleanup,leader,239.6634
1029,cleanup->shutdown,leader,0.24578
1030,shutdown->finalize,leader,0.0683619
1031,goodbye->exit,leader,2.128e-05
1032,none->join,leader,0.00025911
1033,join->init,leader,2.434e-05
1034,init->quorum,leader,0.268571
1035,quorum->run,leader,8.97184
1036,run->cleanup,leader,243.83700000000002
1037,cleanup->shutdown,leader,0.244737
1038,shutdown->finalize,leader,0.0693526
1039,goodbye->exit,leader,2.122e-05
1040,none->join,leader,0.0002656
1041,join->init,leader,2.2870000000000003e-05
1042,init->quorum,leader,0.264749
1043,quorum->run,leader,31.6247
1044,run->cleanup,leader,241.2672
1045,cleanup->shutdown,leader,0.24836
1046,shutdown->finalize,leader,0.0652088
1047,goodbye->exit,leader,2.1128999999999997e-05
1048,none->join,leader,0.00025082
1049,join->init,leader,2.359e-05
1050,init->quorum,leader,0.264919
1051,quorum->run,leader,7.71818
1052,run->cleanup,leader,243.49620000000002
1053,cleanup->shutdown,leader,0.246878
1054,shutdown->finalize,leader,0.0669699
1055,goodbye->exit,leader,2.0799999999999997e-05
1056,none->join,leader,0.00025955
1057,join->init,leader,2.569e-05
1058,init->quorum,leader,0.273006
1059,quorum->run,leader,5.95923
1060,run->cleanup,leader,245.9598
1061,cleanup->shutdown,leader,0.244651
1062,shutdown->finalize,leader,0.0683499
1063,goodbye->exit,leader,2.082e-05
1064,none->join,leader,0.00026469
1065,join->init,leader,2.4e-05
1066,init->quorum,leader,0.265313
1067,quorum->run,leader,11.4538
1068,run->cleanup,leader,244.12499999999997
1069,cleanup->shutdown,leader,0.249442
1070,shutdown->finalize,leader,0.06767279999999999
1071,goodbye->exit,leader,2.2689999999999998e-05
1072,none->join,leader,0.00026022
1073,join->init,leader,2.418e-05
1074,init->quorum,leader,0.272468
1075,quorum->run,leader,10.9713
1076,run->cleanup,leader,247.3542
1077,cleanup->shutdown,leader,0.249349
1078,shutdown->finalize,leader,0.0655346
1079,goodbye->exit,leader,2.1711000000000003e-05
1080,none->join,leader,0.00026134000000000004
1081,join->init,leader,2.282e-05
1082,init->quorum,leader,0.264193
1083,quorum->run,leader,3.7485
1084,run->cleanup,leader,240.13439999999997
1085,cleanup->shutdown,leader,0.247461
1086,shutdown->finalize,leader,0.0752189
1087,goodbye->exit,leader,3.103e-05
1088,none->join,leader,0.00027972
1089,join->init,leader,2.37e-05
1090,init->quorum,leader,0.266224
1091,quorum->run,leader,3.60058
1092,run->cleanup,leader,244.2498
1093,cleanup->shutdown,leader,0.243571
1094,shutdown->finalize,leader,0.069663
1095,goodbye->exit,leader,2.674e-05
1096,none->join,leader,0.00027585
1097,join->init,leader,2.367e-05
1098,init->quorum,leader,0.259018
1099,quorum->run,leader,3.28514
1100,run->cleanup,leader,237.1602
1101,cleanup->shutdown,leader,0.242316
1102,shutdown->finalize,leader,0.0646244
1103,goodbye->exit,leader,2.104e-05
1104,none->join,leader,0.0002472
1105,join->init,leader,2.262e-05
1106,init->quorum,leader,0.268051
1107,quorum->run,leader,11.584
1108,run->cleanup,leader,242.80200000000002
1109,cleanup->shutdown,leader,0.245566
1110,shutdown->finalize,leader,0.0671216
1111,goodbye->exit,leader,2.1728999999999998e-05
1112,none->join,leader,0.00025917000000000003
1113,join->init,leader,2.265e-05
1114,init->quorum,leader,0.256317
1115,quorum->run,leader,8.999
1116,run->cleanup,leader,245.06939999999997
1117,cleanup->shutdown,leader,0.23984
1118,shutdown->finalize,leader,0.0688836
1119,goodbye->exit,leader,2.152e-05
1120,none->join,leader,0.00025407999999999995
1121,join->init,leader,2.508e-05
1122,init->quorum,leader,0.278925
1123,quorum->run,leader,10.7677
1124,run->cleanup,leader,243.89880000000002
1125,cleanup->shutdown,leader,0.24921
1126,shutdown->finalize,leader,0.0666453
1127,goodbye->exit,leader,2.1360000000000002e-05
1128,none->join,leader,0.000253519
1129,join->init,leader,2.2970999999999997e-05
1130,init->quorum,leader,0.265973
1131,quorum->run,leader,8.0483
1132,run->cleanup,leader,244.01219999999998
1133,cleanup->shutdown,leader,0.25414
1134,shutdown->finalize,leader,0.06676560000000001
1135,goodbye->exit,leader,2.7570000000000002e-05
1136,none->join,leader,0.00024555
1137,join->init,leader,2.444e-05
1138,init->quorum,leader,0.270677
1139,quorum->run,leader,9.28761
1140,run->cleanup,leader,246.5736
1141,cleanup->shutdown,leader,0.245846
1142,shutdown->finalize,leader,0.06795759999999999
1143,goodbye->exit,leader,2.042e-05
1144,none->join,leader,0.00025596999999999995
1145,join->init,leader,2.3789999999999998e-05
1146,init->quorum,leader,0.267389
1147,quorum->run,leader,30.4462
1148,run->cleanup,leader,242.76120000000003
1149,cleanup->shutdown,leader,0.248163
1150,shutdown->finalize,leader,0.06460769999999999
1151,goodbye->exit,leader,3.5470000000000004e-05
1152,none->join,leader,0.00026396
1153,join->init,leader,2.507e-05
1154,init->quorum,leader,0.265779
1155,quorum->run,leader,9.95645
1156,run->cleanup,leader,236.1438
1157,cleanup->shutdown,leader,0.247488
1158,shutdown->finalize,leader,0.072818
1159,goodbye->exit,leader,2.154e-05
1160,none->join,leader,0.00025306
1161,join->init,leader,2.4129999999999998e-05
1162,init->quorum,leader,0.269954
1163,quorum->run,leader,3.80429
1164,run->cleanup,leader,243.8502
1165,cleanup->shutdown,leader,0.251357
1166,shutdown->finalize,leader,0.06678400000000001
1167,goodbye->exit,leader,3.201e-05
1168,none->join,leader,0.00025752
1169,join->init,leader,2.4750000000000002e-05
1170,init->quorum,leader,0.265613
1171,quorum->run,leader,5.72605
1172,run->cleanup,leader,252.4398
1173,cleanup->shutdown,leader,0.243445
1174,shutdown->finalize,leader,0.0665651
1175,goodbye->exit,leader,2.2431e-05
1176,none->join,leader,0.00025402000000000004
1177,join->init,leader,2.415e-05
1178,init->quorum,leader,0.267083
1179,quorum->run,leader,10.6294
1180,run->cleanup,leader,250.0956
1181,cleanup->shutdown,leader,0.244256
1182,shutdown->finalize,leader,0.067878
1183,goodbye->exit,leader,2.071e-05
1184,none->join,leader,0.00028579100000000003
1185,join->init,leader,2.2931e-05
1186,init->quorum,leader,0.264268
1187,quorum->run,leader,4.8696
1188,run->cleanup,leader,239.6148
1189,cleanup->shutdown,leader,0.244852
1190,shutdown->finalize,leader,0.0707815
1191,goodbye->exit,leader,2.9219999999999998e-05
1192,none->join,leader,0.00025278000000000003
1193,join->init,leader,2.33e-05
1194,init->quorum,leader,0.263867
1195,quorum->run,leader,10.9664
1196,run->cleanup,leader,236.71020000000001
1197,cleanup->shutdown,leader,0.245453
1198,shutdown->finalize,leader,0.0663694
1199,goodbye->exit,leader,2.152e-05
1200,none->join,leader,0.000251371
1201,join->init,leader,2.3451e-05
1202,init->quorum,leader,0.261596
1203,quorum->run,leader,9.27586
1204,run->cleanup,leader,237.2304
1205,cleanup->shutdown,leader,0.244639
1206,shutdown->finalize,leader,0.0659154
1207,goodbye->exit,leader,2.69e-05
1208,none->join,leader,0.00029858
1209,join->init,leader,2.408e-05
1210,init->quorum,leader,0.271707
1211,quorum->run,leader,6.53649
1212,run->cleanup,leader,237.4692
1213,cleanup->shutdown,leader,0.247586
1214,shutdown->finalize,leader,0.066948
1215,goodbye->exit,leader,2.274e-05
1216,none->join,leader,0.00028666000000000005
1217,join->init,leader,2.332e-05
1218,init->quorum,leader,0.263732
1219,quorum->run,leader,5.0885
1220,run->cleanup,leader,246.8304
1221,cleanup->shutdown,leader,0.247841
1222,shutdown->finalize,leader,0.0653225
1223,goodbye->exit,leader,2.087e-05
1224,none->join,leader,0.00028216
1225,join->init,leader,2.5129999999999998e-05
1226,init->quorum,leader,0.265089
1227,quorum->run,leader,10.1798
1228,run->cleanup,leader,250.083
1229,cleanup->shutdown,leader,0.243864
1230,shutdown->finalize,leader,0.0714527
1231,goodbye->exit,leader,2.5319999999999998e-05
1232,none->join,leader,0.00025703
1233,join->init,leader,2.37e-05
1234,init->quorum,leader,0.270457
1235,quorum->run,leader,3.66229
1236,run->cleanup,leader,230.6874
1237,cleanup->shutdown,leader,0.250861
1238,shutdown->finalize,leader,0.0660269
1239,goodbye->exit,leader,2.7040000000000002e-05
1240,none->join,leader,0.000268851
1241,join->init,leader,2.4279999999999998e-05
1242,init->quorum,leader,0.267912
1243,quorum->run,leader,7.90381
1244,run->cleanup,leader,241.59959999999998
1245,cleanup->shutdown,leader,0.25299
1246,shutdown->finalize,leader,0.0646455
1247,goodbye->exit,leader,2.155e-05
1248,none->join,leader,0.00027758
1249,join->init,leader,2.525e-05
1250,init->quorum,leader,0.272018
1251,quorum->run,leader,3.7473
1252,run->cleanup,leader,242.87940000000003
1253,cleanup->shutdown,leader,0.253348
1254,shutdown->finalize,leader,0.06583660000000001
1255,goodbye->exit,leader,2.17e-05
1256,none->join,leader,0.00027749000000000003
1257,join->init,leader,2.3040000000000003e-05
1258,init->quorum,leader,0.258648
1259,quorum->run,leader,3.45443
1260,run->cleanup,leader,242.25119999999998
1261,cleanup->shutdown,leader,0.246016
1262,shutdown->finalize,leader,0.0657469
1263,goodbye->exit,leader,2.2610000000000002e-05
1264,none->join,leader,0.0002793
1265,join->init,leader,2.444e-05
1266,init->quorum,leader,0.27415
1267,quorum->run,leader,10.6095
1268,run->cleanup,leader,251.5626
1269,cleanup->shutdown,leader,0.244597
1270,shutdown->finalize,leader,0.0655155
1271,goodbye->exit,leader,2.163e-05
1272,none->join,leader,0.00027006999999999997
1273,join->init,leader,2.3619999999999997e-05
1274,init->quorum,leader,0.263668
1275,quorum->run,leader,12.669
1276,run->cleanup,leader,241.76579999999998
1277,cleanup->shutdown,leader,0.245275
1278,shutdown->finalize,leader,0.0668315
1279,goodbye->exit,leader,3.047e-05
1280,none->join,leader,0.00025884000000000004
1281,join->init,leader,2.317e-05
1282,init->quorum,leader,0.264494
1283,quorum->run,leader,10.9133
1284,run->cleanup,leader,242.877
1285,cleanup->shutdown,leader,0.244889
1286,shutdown->finalize,leader,0.0699066
1287,goodbye->exit,leader,2.598e-05
1288,none->join,leader,0.0002511
1289,join->init,leader,2.5628999999999998e-05
1290,init->quorum,leader,0.260157
1291,quorum->run,leader,11.8324
1292,run->cleanup,leader,244.1556
1293,cleanup->shutdown,leader,0.242249
1294,shutdown->finalize,leader,0.06774580000000001
1295,goodbye->exit,leader,2.2179999999999998e-05
1296,none->join,leader,0.00027913
1297,join->init,leader,2.358e-05
1298,init->quorum,leader,0.262531
1299,quorum->run,leader,12.25
1300,run->cleanup,leader,266.6568
1301,cleanup->shutdown,leader,0.250032
1302,shutdown->finalize,leader,0.06693099999999999
1303,goodbye->exit,leader,2.6249999999999998e-05
1304,none->join,leader,0.00026063
1305,join->init,leader,2.4580000000000002e-05
1306,init->quorum,leader,0.264626
1307,quorum->run,leader,3.36633
1308,run->cleanup,leader,233.0934
1309,cleanup->shutdown,leader,0.242795
1310,shutdown->finalize,leader,0.0686257
1311,goodbye->exit,leader,2.2020000000000003e-05
1312,none->join,leader,0.00026118
1313,join->init,leader,2.505e-05
1314,init->quorum,leader,0.272949
1315,quorum->run,leader,7.26283
1316,run->cleanup,leader,239.2386
1317,cleanup->shutdown,leader,0.246918
1318,shutdown->finalize,leader,0.0658084
1319,goodbye->exit,leader,2.1850000000000003e-05
1320,none->join,leader,0.00026212999999999996
1321,join->init,leader,3.5860000000000006e-05
1322,init->quorum,leader,0.264067
1323,quorum->run,leader,4.66768
1324,run->cleanup,leader,244.9254
1325,cleanup->shutdown,leader,0.243444
1326,shutdown->finalize,leader,0.066588
1327,goodbye->exit,leader,2.156e-05
1328,none->join,leader,0.0002678
1329,join->init,leader,3.066e-05
1330,init->quorum,leader,0.272642
1331,quorum->run,leader,8.64981
1332,run->cleanup,leader,237.2058
1333,cleanup->shutdown,leader,0.247944
1334,shutdown->finalize,leader,0.0644241
1335,goodbye->exit,leader,2.221e-05
1336,none->join,leader,0.00026538
1337,join->init,leader,2.452e-05
1338,init->quorum,leader,0.269619
1339,quorum->run,leader,4.89753
1340,run->cleanup,leader,238.6224
1341,cleanup->shutdown,leader,0.246918
1342,shutdown->finalize,leader,0.07062869999999999
1343,goodbye->exit,leader,2.575e-05
1344,none->join,leader,0.00026885
1345,join->init,leader,2.5620000000000002e-05
1346,init->quorum,leader,0.261387
1347,quorum->run,leader,7.76207
1348,run->cleanup,leader,262.0998
1349,cleanup->shutdown,leader,0.244831
1350,shutdown->finalize,leader,0.0681747
1351,goodbye->exit,leader,2.142e-05
1352,none->join,leader,0.00025790000000000003
1353,join->init,leader,2.542e-05
1354,init->quorum,leader,0.272048
1355,quorum->run,leader,30.5263
1356,run->cleanup,leader,251.1192
1357,cleanup->shutdown,leader,0.247956
1358,shutdown->finalize,leader,0.0670239
1359,goodbye->exit,leader,2.7049e-05
1360,none->join,leader,0.00025475
1361,join->init,leader,2.381e-05
1362,init->quorum,leader,0.266472
1363,quorum->run,leader,31.6341
1364,run->cleanup,leader,244.8264
1365,cleanup->shutdown,leader,0.248841
1366,shutdown->finalize,leader,0.0668352
1367,goodbye->exit,leader,2.1930000000000002e-05
1368,none->join,leader,0.00025266
1369,join->init,leader,2.438e-05
1370,init->quorum,leader,0.262932
1371,quorum->run,leader,7.85174
1372,run->cleanup,leader,253.93079999999998
1373,cleanup->shutdown,leader,0.247231
1374,shutdown->finalize,leader,0.0642768
1375,goodbye->exit,leader,2.1499999999999997e-05
1376,none->join,leader,0.00025291
1377,join->init,leader,2.434e-05
1378,init->quorum,leader,0.259062
1379,quorum->run,leader,7.36323
1380,run->cleanup,leader,246.8238
1381,cleanup->shutdown,leader,0.252598
1382,shutdown->finalize,leader,0.065425
1383,goodbye->exit,leader,2.223e-05
1384,none->join,leader,0.00027274
1385,join->init,leader,2.52e-05
1386,init->quorum,leader,0.273215
1387,quorum->run,leader,32.0372
1388,run->cleanup,leader,243.0936
1389,cleanup->shutdown,leader,0.245521
1390,shutdown->finalize,leader,0.0702353
1391,goodbye->exit,leader,2.2329999999999998e-05
1392,none->join,leader,0.00026513999999999997
1393,join->init,leader,2.541e-05
1394,init->quorum,leader,0.26065
1395,quorum->run,leader,6.80642
1396,run->cleanup,leader,242.9208
1397,cleanup->shutdown,leader,0.243604
1398,shutdown->finalize,leader,0.0650714
1399,goodbye->exit,leader,2.599e-05
1400,none->join,leader,0.00026164
1401,join->init,leader,2.629e-05
1402,init->quorum,leader,0.269142
1403,quorum->run,leader,5.80838
1404,run->cleanup,leader,248.7402
1405,cleanup->shutdown,leader,0.246702
1406,shutdown->finalize,leader,0.06999559999999999
1407,goodbye->exit,leader,2.152e-05
1408,none->join,leader,0.00025829
1409,join->init,leader,2.403e-05
1410,init->quorum,leader,0.26757
1411,quorum->run,leader,6.09695
1412,run->cleanup,leader,233.9856
1413,cleanup->shutdown,leader,0.246033
1414,shutdown->finalize,leader,0.0666305
1415,goodbye->exit,leader,2.2169e-05
1416,none->join,leader,0.00027531
1417,join->init,leader,2.483e-05
1418,init->quorum,leader,0.263068
1419,quorum->run,leader,5.47595
1420,run->cleanup,leader,243.0372
1421,cleanup->shutdown,leader,0.252944
1422,shutdown->finalize,leader,0.06732980000000001
1423,goodbye->exit,leader,2.6360000000000002e-05
1424,none->join,leader,0.00027303
1425,join->init,leader,2.456e-05
1426,init->quorum,leader,0.256009
1427,quorum->run,leader,11.2114
1428,run->cleanup,leader,244.22400000000002
1429,cleanup->shutdown,leader,0.243768
1430,shutdown->finalize,leader,0.0710247
1431,goodbye->exit,leader,2.1930000000000002e-05
1432,none->join,leader,0.00025762
1433,join->init,leader,2.429e-05
1434,init->quorum,leader,0.266152
1435,quorum->run,leader,12.0546
1436,run->cleanup,leader,244.7082
1437,cleanup->shutdown,leader,0.244853
1438,shutdown->finalize,leader,0.0662571
1439,goodbye->exit,leader,2.127e-05
1440,none->join,leader,0.0002511
1441,join->init,leader,2.453e-05
1442,init->quorum,leader,0.267502
1443,quorum->run,leader,9.19396
1444,run->cleanup,leader,246.423
1445,cleanup->shutdown,leader,0.246151
1446,shutdown->finalize,leader,0.0663923
1447,goodbye->exit,leader,2.135e-05
1448,none->join,leader,0.00026087
1449,join->init,leader,2.406e-05
1450,init->quorum,leader,0.256696
1451,quorum->run,leader,31.8209
1452,run->cleanup,leader,237.5496
1453,cleanup->shutdown,leader,0.242703
1454,shutdown->finalize,leader,0.0750943
1455,goodbye->exit,leader,2.075e-05
1456,none->join,leader,0.00026958
1457,join->init,leader,2.289e-05
1458,init->quorum,leader,0.267144
1459,quorum->run,leader,6.94144
1460,run->cleanup,leader,244.8372
1461,cleanup->shutdown,leader,0.248414
1462,shutdown->finalize,leader,0.06648820000000001
1463,goodbye->exit,leader,2.2870000000000003e-05
1464,none->join,leader,0.00024665
1465,join->init,leader,2.505e-05
1466,init->quorum,leader,0.265012
1467,quorum->run,leader,4.61667
1468,run->cleanup,leader,243.5094
1469,cleanup->shutdown,leader,0.241702
1470,shutdown->finalize,leader,0.0653734
1471,goodbye->exit,leader,2.194e-05
1472,none->join,leader,0.00025879
1473,join->init,leader,2.3460000000000002e-05
1474,init->quorum,leader,0.256593
1475,quorum->run,leader,3.73693
1476,run->cleanup,leader,238.8786
1477,cleanup->shutdown,leader,0.243592
1478,shutdown->finalize,leader,0.0646517
1479,goodbye->exit,leader,2.573e-05
1480,none->join,leader,0.000248249
1481,join->init,leader,2.48e-05
1482,init->quorum,leader,0.259074
1483,quorum->run,leader,9.12624
1484,run->cleanup,leader,245.6058
1485,cleanup->shutdown,leader,0.241132
1486,shutdown->finalize,leader,0.06647660000000001
1487,goodbye->exit,leader,2.555e-05
1488,none->join,leader,0.00025639
1489,join->init,leader,2.377e-05
1490,init->quorum,leader,0.270043
1491,quorum->run,leader,6.20004
1492,run->cleanup,leader,248.43239999999997
1493,cleanup->shutdown,leader,0.248027
1494,shutdown->finalize,leader,0.0665309
1495,goodbye->exit,leader,2.0889999999999998e-05
1496,none->join,leader,0.00026379999999999996
1497,join->init,leader,2.655e-05
1498,init->quorum,leader,0.267718
1499,quorum->run,leader,8.19449
1500,run->cleanup,leader,249.92159999999998
1501,cleanup->shutdown,leader,0.252188
1502,shutdown->finalize,leader,0.06678239999999999
1503,goodbye->exit,leader,2.47e-05
1504,none->join,leader,0.0002633
1505,join->init,leader,2.5770000000000002e-05
