0.000,65.073,66.991,73.968,61.577,53.795,59.547,55.037,53.231,56.873,53.974,59.931,56.234,61.530,48.704,56.657,59.113,61.660,57.523,55.443,52.935,65.166,57.000,65.482,54.136,66.664,50.259,57.235,63.151,65.059,52.718,64.420,55.434,56.262,65.727,44.267,53.101,60.065,64.775,56.341,74.314,64.125,62.427,63.825,68.152,67.076,62.072,50.869,68.025,60.498,73.229,47.705,59.628,58.145,54.040,51.488,70.970,68.347,59.581,59.744,60.226,50.450,55.490,54.830,70.951,52.251,54.740,63.298,65.396,52.524,63.282,43.159,60.965,59.686,65.773,58.107,54.452,53.412,52.961,58.882
67.127,0.000,64.882,72.108,72.456,58.986,71.737,59.292,51.199,69.624,67.173,74.630,57.150,64.822,54.487,54.710,67.286,55.217,66.141,77.418,67.688,63.311,68.259,72.003,64.606,60.625,69.101,65.138,68.553,66.352,59.783,56.300,65.159,72.237,69.251,52.346,65.856,62.734,53.612,73.226,70.533,65.517,62.468,73.408,67.247,56.555,77.231,68.417,65.639,63.682,79.621,59.464,71.843,79.912,53.834,56.275,63.036,55.843,63.695,54.953,63.436,71.616,68.153,69.568,71.523,67.006,68.802,58.661,50.962,60.749,61.460,61.519,63.310,51.217,76.654,59.789,60.693,51.257,53.200,63.981
65.994,63.216,0.000,64.509,61.181,56.467,53.000,65.947,59.471,59.359,56.841,64.029,49.833,64.128,51.487,59.881,56.880,60.166,56.347,65.062,66.795,72.412,52.257,70.446,64.056,73.649,66.948,59.034,63.089,61.661,63.633,69.077,59.228,72.507,62.631,57.961,60.771,62.084,49.679,70.408,68.232,73.873,68.976,68.543,73.750,62.100,64.481,59.488,72.346,52.860,69.230,62.118,65.189,65.333,52.526,60.864,73.843,54.758,70.199,61.392,56.368,60.848,51.895,65.184,65.466,47.898,58.898,56.508,69.887,62.538,66.233,60.628,62.009,56.137,76.542,52.599,67.172,56.358,56.313,54.064
75.487,73.152,70.271,0.000,70.656,73.465,72.424,75.611,59.957,55.120,81.752,74.933,83.280,71.977,66.918,83.788,53.897,59.267,74.168,85.355,72.282,74.152,71.621,78.898,71.777,74.984,66.226,78.144,65.157,84.184,53.783,81.537,73.726,86.360,81.275,62.217,74.314,92.029,80.076,56.845,98.609,75.709,67.196,83.064,74.720,73.838,94.600,70.391,74.611,72.080,75.686,80.434,78.713,59.243,73.286,74.399,95.798,87.985,70.230,63.456,75.918,70.380,66.617,55.049,93.493,75.887,68.466,83.542,91.048,67.263,65.491,70.265,73.631,67.084,81.921,76.584,68.933,59.499,60.170,71.232
62.855,68.903,63.208,68.412,0.000,62.330,50.506,67.146,64.258,65.187,55.408,63.326,61.519,68.975,49.202,65.614,59.982,59.564,61.977,64.243,64.516,66.759,62.232,71.985,62.626,62.515,64.792,67.047,70.870,67.119,65.533,66.763,62.042,75.835,73.442,60.888,63.382,60.646,71.869,71.317,56.764,71.163,67.907,59.378,67.584,51.031,65.951,58.731,66.416,55.462,77.722,63.131,57.152,56.249,71.998,50.456,63.942,51.567,60.905,59.398,51.381,51.359,70.762,59.602,73.191,50.180,64.762,69.135,61.763,48.221,55.650,60.295,70.208,67.936,69.062,60.723,68.859,58.534,68.953,61.068
55.093,57.952,58.836,68.903,61.985,0.000,64.203,63.362,50.625,56.223,59.728,67.954,55.996,63.012,56.051,55.536,47.761,53.376,55.815,64.961,61.558,61.068,52.880,49.491,53.612,51.912,54.197,52.633,61.424,59.470,56.036,66.297,56.262,67.273,58.064,60.557,48.977,57.975,63.457,65.066,61.453,58.452,63.594,53.982,70.593,56.336,67.830,55.520,66.640,59.053,58.470,58.104,48.215,68.384,60.652,58.035,59.829,55.782,54.322,54.619,54.372,49.105,52.603,59.285,62.140,50.930,48.121,69.225,56.215,45.587,47.437,65.742,64.151,51.968,73.964,60.616,58.442,51.314,52.470,57.631
59.495,69.496,53.610,71.368,52.559,66.133,0.000,65.818,60.650,62.967,58.754,64.083,60.693,56.325,64.024,68.496,63.800,56.722,59.301,72.672,59.424,51.106,59.579,69.069,62.043,68.702,52.525,65.865,62.056,70.707,56.474,62.094,60.351,73.659,65.393,66.054,62.673,68.020,55.949,68.429,70.518,71.749,70.379,68.243,62.879,64.860,64.538,68.772,73.262,63.203,59.216,63.449,51.415,63.115,60.421,70.423,68.143,63.070,59.704,70.503,57.013,60.544,66.559,55.565,68.962,54.699,51.014,62.538,51.148,65.516,58.870,61.381,71.357,61.887,69.334,66.624,64.454,52.846,54.482,48.392
53.793,58.143,67.325,70.753,66.416,62.372,65.549,0.000,60.683,61.881,47.432,61.817,53.504,60.864,51.933,63.968,56.731,57.405,61.907,65.596,63.721,58.343,60.239,63.497,56.203,59.934,49.084,56.394,61.136,59.419,55.402,58.448,60.165,63.062,64.708,63.544,60.276,59.199,58.788,58.028,77.823,61.825,60.889,58.066,67.759,59.620,62.684,57.990,68.930,57.146,71.952,52.723,52.179,70.599,63.993,59.612,70.859,56.251,51.050,59.313,54.299,58.759,63.438,55.183,60.280,55.156,55.960,69.451,48.689,59.352,57.883,64.809,59.617,58.771,66.389,57.257,57.391,61.804,53.987,57.841
50.607,48.635,61.811,48.573,64.869,50.492,58.269,60.941,0.000,55.989,48.254,59.174,54.912,55.104,56.882,59.174,58.448,55.984,58.323,65.021,52.294,50.111,50.173,62.101,52.514,56.844,57.191,54.153,61.406,63.953,44.112,52.805,54.183,50.547,54.544,51.792,50.251,54.422,63.193,54.599,71.280,55.612,51.770,59.048,67.384,66.156,58.712,46.173,65.180,54.796,58.320,49.603,60.655,66.296,52.830,47.359,49.802,55.197,54.605,58.521,48.477,62.351,47.794,49.737,58.870,49.925,48.465,50.986,52.291,44.903,53.846,45.127,54.089,51.735,70.478,61.530,52.027,54.099,55.938,47.700
56.513,68.586,60.511,51.705,66.153,57.364,62.894,61.096,55.002,0.000,48.680,65.685,49.211,67.859,56.758,54.079,55.034,58.099,54.039,62.925,61.389,55.008,53.702,57.950,48.681,62.952,61.524,53.515,64.188,62.773,43.993,63.873,54.472,69.696,55.563,60.316,57.452,48.445,49.888,62.923,65.198,57.469,64.143,55.859,60.969,64.001,56.366,58.965,65.464,60.287,53.223,53.652,57.015,51.378,60.706,58.913,69.575,51.864,66.495,57.417,66.173,65.369,60.036,57.200,62.588,55.419,64.387,60.320,54.056,49.793,62.464,62.143,62.999,53.736,51.092,66.014,65.226,49.630,55.346,56.419
